Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block_Size,GFLOPS
127,9,10,19.688,20.23,17.828,19.056,18.219,27.998,19.626,18.419,17.835,18.78,17.828,11430,7.528479246
25,10,6,19.893,18.752,19.63,17.945,18.678,20.558,20.244,18.418,18.819,17.829,17.829,1500,7.528056986
38,15,7,18.308,27.54,27.584,19.036,19.3,17.972,17.829,18.264,27.593,18.165,17.829,3990,7.528056986
43,7,12,27.737,19.306,18.761,17.864,18.489,17.829,19.88,19.437,20.047,18.518,17.829,3612,7.528056986
43,7,13,18.117,20.827,18.1,21.296,17.829,18.803,19.984,18.154,17.831,18.013,17.829,3913,7.528056986
63,12,16,19.014,20.318,17.829,18.504,20.803,18.803,20.038,28.147,18.879,21.55,17.829,12096,7.528056986
80,6,9,19.651,19.336,18.312,27.735,18.231,18.163,18.05,18.166,17.829,18.681,17.829,4320,7.528056986
83,16,12,22.468,20.001,20.628,20.03,28.06,18.874,20.188,18.091,20.06,17.829,17.829,15936,7.528056986
84,4,9,18.617,20.098,27.586,19.252,27.858,17.937,28.352,18.959,28.36,17.829,17.829,3024,7.528056986
84,11,10,31.654,28.19,18.673,22.263,27.621,18.134,18.33,17.829,20.064,18.544,17.829,9240,7.528056986
91,8,9,19.475,18.345,19.405,27.781,18.478,20.271,18.958,19.843,20,17.829,17.829,6552,7.528056986
94,9,11,18.938,18.517,17.888,19.277,18.834,17.829,19.021,19.511,32.505,18.987,17.829,9306,7.528056986
95,10,15,17.962,19.774,18.367,19.715,19.591,19.419,17.829,20.284,18.147,18.189,17.829,14250,7.528056986
99,12,9,19.442,18.641,20.325,18.507,19.182,18.187,20.954,20.983,19.882,17.829,17.829,10692,7.528056986
108,11,9,17.829,20.787,18.563,19.12,27.851,18.983,28.396,27.799,28.574,17.973,17.829,10692,7.528056986
114,15,10,18.652,18.263,19.215,18.981,18.371,20.217,18.635,17.877,17.829,18.032,17.829,17100,7.528056986
119,9,10,19.527,19.477,17.892,18.054,18.925,20.91,19.029,17.829,18.76,17.914,17.829,10710,7.528056986
124,12,14,17.829,19.715,18.528,28.119,19.138,18.9,28.056,18.903,18.095,32.732,17.829,20832,7.528056986
128,15,14,18.421,18.895,27.572,18.597,27.841,18.381,27.8,19.835,17.829,27.636,17.829,26880,7.528056986
37,16,16,17.99,19.647,18.065,19.322,18.011,18.949,18.154,19.263,17.83,18.806,17.83,9472,7.527634773
59,10,5,17.83,28.272,29.289,28.714,28.071,28.349,27.963,19.647,27.564,19.016,17.83,2950,7.527634773
62,15,5,18.57,17.95,18.702,19.184,28.194,17.83,28.239,17.915,20.196,19.732,17.83,4650,7.527634773
65,13,7,19.393,18.209,20.762,25.673,18.199,17.83,17.902,19.751,18.591,18.386,17.83,5915,7.527634773
77,9,10,20.648,27.656,17.83,22.278,18.509,20.944,18.624,20.83,18.061,27.935,17.83,6930,7.527634773
83,10,9,17.83,27.984,18.679,28.121,27.765,20.549,33.392,28.067,27.66,27.787,17.83,7470,7.527634773
90,9,9,19.229,19.051,18.665,17.83,18.372,18.841,19.903,18.442,18.407,19.751,17.83,7290,7.527634773
108,8,12,17.83,18.142,19.206,18.353,28.071,27.596,28.497,19.718,18.995,19.664,17.83,10368,7.527634773
22,6,8,18.941,17.831,19.546,18.766,18.088,19.123,17.917,19.704,27.368,27.239,17.831,1056,7.527212607
35,4,8,20.522,19.658,27.719,27.826,18.612,20.132,28.116,28.383,21.486,17.831,17.831,1120,7.527212607
35,9,8,18.111,20.377,27.312,20.313,17.973,18.82,17.831,18.464,18.885,21.835,17.831,2520,7.527212607
38,13,7,18.207,18.183,17.92,20.669,19.858,17.831,18.768,18.957,17.923,20.495,17.831,3458,7.527212607
73,4,11,19.612,28.219,28.382,19.006,18.841,18.027,18.388,17.831,18.63,19.16,17.831,3212,7.527212607
81,9,16,19.1,18.096,18.218,21.081,18.262,17.831,18.569,20.637,19.002,19.701,17.831,11664,7.527212607
81,15,15,18.269,19.781,18.399,19.425,17.831,19.313,18.606,18.333,27.679,20.33,17.831,18225,7.527212607
83,16,6,20.427,28.131,22.469,28.092,20.465,19.734,17.831,18.672,17.855,18.377,17.831,7968,7.527212607
91,14,16,19.757,19.298,18.892,17.831,18.925,18.912,18.63,19.655,20.338,21.118,17.831,20384,7.527212607
100,13,6,19.118,18.53,19.987,18.439,17.831,21.488,17.927,18.325,18.032,20.696,17.831,7800,7.527212607
105,12,4,19.618,20.702,18.992,17.831,21.079,18.413,20.119,18.62,20.011,19.576,17.831,5040,7.527212607
120,4,14,21.751,18.731,19.899,17.831,19.9,27.771,18.064,18.581,19.172,18.337,17.831,6720,7.527212607
126,4,12,29.149,19.641,29.159,17.831,20.208,27.579,27.942,18.312,19.514,20.478,17.831,6048,7.527212607
34,13,7,17.832,18.391,19.203,20.795,18.518,20.071,18.323,19.218,18.276,18.759,17.832,3094,7.526790489
34,14,7,18.72,19.351,18.476,17.832,20.587,18.57,18.471,19.031,27.712,27.846,17.832,3332,7.526790489
39,8,6,20.077,18.342,19.857,20.033,18.249,18.543,27.728,18.776,18.807,17.832,17.832,1872,7.526790489
50,16,7,17.832,18.381,27.819,22.056,18.34,18.99,17.895,17.994,18.283,20.941,17.832,5600,7.526790489
54,7,7,18.933,18.854,18.527,18.961,18.797,17.972,28.092,18.595,17.832,18.448,17.832,2646,7.526790489
74,15,5,18.781,28.058,17.832,18.455,19.304,18.143,19.479,18.267,19.231,18.6,17.832,5550,7.526790489
79,8,8,19.706,28.378,18.054,28.633,20.049,22.068,17.951,19.34,17.928,17.832,17.832,5056,7.526790489
103,6,16,19.983,19.753,17.937,19.481,18.142,18.678,18.011,18.569,17.832,20.393,17.832,9888,7.526790489
108,6,6,19.892,20.59,19.373,17.832,19.568,18.093,27.884,19.978,18.153,20.319,17.832,3888,7.526790489
112,16,15,21.754,17.832,19.282,20.857,18.378,19.56,19.341,19.205,19.322,20.204,17.832,26880,7.526790489
114,16,12,28.115,22.338,28.298,19.698,27.939,17.832,27.669,19.628,28.693,18.904,17.832,21888,7.526790489
116,7,6,19.793,19.458,18.573,19.53,17.832,18.93,18.136,18.669,19.183,19.276,17.832,4872,7.526790489
118,12,11,18.711,18.408,27.88,27.58,20.617,19.257,17.98,19.559,17.832,19.936,17.832,15576,7.526790489
127,16,10,21.065,20.707,17.832,27.797,18.684,19.3,18.891,18.276,18.636,19,17.832,20320,7.526790489
5,6,4,18.806,18.155,21.226,17.833,17.897,18.973,18.802,18.05,19.267,18.405,17.833,120,7.526368418
26,8,12,18.215,18.827,18.214,21.753,17.833,19.96,18.165,18.229,18.203,20.038,17.833,2496,7.526368418
46,15,16,19.302,19.203,17.833,19.83,27.956,19.547,18.593,19.408,19.997,21.691,17.833,11040,7.526368418
50,13,16,18.535,19.631,19.373,17.833,20.879,18.014,27.464,27.663,18.904,18.362,17.833,10400,7.526368418
54,15,7,28.274,28.031,31.027,19.864,17.833,19.862,27.701,19.068,21.323,19.047,17.833,5670,7.526368418
70,7,6,17.891,18.978,27.719,18.112,17.833,19.189,19.692,18.553,18.065,21.231,17.833,2940,7.526368418
77,7,15,20.832,20.417,17.833,18.098,18.712,18.739,18.973,18.554,18.311,17.871,17.833,8085,7.526368418
89,14,13,28.194,18.223,19.938,18.098,20.83,18.411,19.467,17.833,18.768,18.602,17.833,16198,7.526368418
90,6,10,18.468,17.833,20.323,19.087,19.536,18.516,18.725,19.251,20.069,28.231,17.833,5400,7.526368418
91,8,12,19.848,18.202,18.558,17.833,18.674,18.888,18.041,17.887,18.022,17.935,17.833,8736,7.526368418
104,12,12,19.82,27.964,27.959,18.127,18.26,17.833,19.634,19.272,17.888,19.041,17.833,14976,7.526368418
105,7,9,18.394,19.41,18.937,18.563,18.594,19.351,18.905,19.073,17.833,19.505,17.833,6615,7.526368418
105,9,10,27.968,21.407,27.794,21.104,20.581,17.833,21.734,18.22,19.211,18.084,17.833,9450,7.526368418
106,10,15,17.833,28.358,18.838,20.917,27.584,18.93,27.535,28.008,19.749,19.476,17.833,15900,7.526368418
107,12,7,20.718,17.833,19.956,19.114,20.2,18.664,19.614,19.242,19.05,18.614,17.833,8988,7.526368418
113,11,6,19.869,18.947,19.207,20.186,18.31,20.11,18.788,19.721,17.833,27.571,17.833,7458,7.526368418
121,4,9,19.819,26.332,18.58,19.479,18.903,20.178,19.984,19.204,17.863,17.833,17.833,4356,7.526368418
125,6,4,17.833,20.197,18.99,18.407,18.254,19.266,21.896,18.627,27.812,21.202,17.833,3000,7.526368418
25,7,4,19.106,18.933,19.554,18.252,18.341,20.02,18.836,19.684,17.834,20.772,17.834,700,7.525946395
29,15,6,18.485,18.768,19.051,17.996,17.935,19.632,17.834,19.609,18.652,18.837,17.834,2610,7.525946395
48,5,8,27.673,27.849,19.172,28.226,19.226,28.12,18.995,27.839,18.559,17.834,17.834,1920,7.525946395
64,13,16,18.881,19.359,17.834,19.256,27.605,19.194,18.134,19.28,18.945,19.702,17.834,13312,7.525946395
79,9,6,28.786,27.847,27.823,28.654,28.15,28.822,28.428,28.492,17.834,28.178,17.834,4266,7.525946395
83,15,16,18.573,27.829,20.109,21.736,19.652,17.834,20.012,18.345,19.349,19.777,17.834,19920,7.525946395
92,10,12,27.799,27.678,28.829,28.269,27.654,17.834,18.992,17.84,19.117,18.435,17.834,11040,7.525946395
98,5,8,28.757,18.92,28.05,19.431,18.317,20.343,21.303,19.356,19.546,17.834,17.834,3920,7.525946395
99,9,5,19.679,18.785,27.68,28.153,20.93,19.512,19.163,17.834,18.088,18.445,17.834,4455,7.525946395
101,5,7,17.834,27.949,18.6,18.496,18.718,20.533,19.116,21.816,21.043,18.564,17.834,3535,7.525946395
115,14,5,19.552,19.11,18.234,18.269,19.541,18.181,20.309,17.834,19.349,17.936,17.834,8050,7.525946395
116,15,16,20.271,19.286,20.063,18.181,20.278,17.834,19.219,18.794,18.051,17.945,17.834,27840,7.525946395
122,6,9,18.168,18.456,21.715,17.992,17.834,19.285,18.665,20.281,19.632,20.114,17.834,6588,7.525946395
126,13,9,18.131,18.885,20.168,18.306,17.839,18.627,18.761,18.012,19.539,17.834,17.834,14742,7.525946395
128,8,13,27.692,19.138,19.241,18.024,19.952,17.834,20.625,18.074,20.792,21.48,17.834,13312,7.525946395
8,12,11,27.45,27.481,19.628,19.148,19.151,20.478,17.835,27.082,27.604,27.469,17.835,1056,7.525524418
24,5,9,18.416,18.367,17.835,18.121,27.461,18.598,18.944,18.957,18.723,18.496,17.835,1080,7.525524418
49,10,15,27.986,21.075,28.148,19.674,28.071,17.835,20.489,18.391,19.115,18.657,17.835,7350,7.525524418
50,7,11,21.215,20.395,27.617,20.497,18.113,19.936,18.548,23.443,18.933,17.835,17.835,3850,7.525524418
60,8,8,18.285,19.931,21.711,27.62,21.001,28.554,17.835,19.901,19.508,20.258,17.835,3840,7.525524418
66,5,12,18.462,28.409,17.835,19.067,19.543,20.121,17.899,18.992,18.633,19.962,17.835,3960,7.525524418
86,11,4,19.97,28.501,27.762,19.66,28.466,28.202,18.295,17.835,27.681,27.754,17.835,3784,7.525524418
106,5,16,20.311,18.441,19.11,18.368,17.851,18.862,18.146,20.472,19.056,17.835,17.835,8480,7.525524418
107,8,5,18.828,18.877,17.941,18.725,17.835,18.323,18.827,17.858,18.415,19.309,17.835,4280,7.525524418
108,10,7,28.57,28.668,19.147,20.212,27.825,18.668,22.054,28.224,17.835,20.086,17.835,7560,7.525524418
108,14,7,17.835,20.307,19.503,19.996,17.945,17.907,17.983,19.42,18.985,18.54,17.835,10584,7.525524418
114,16,5,20.908,27.621,22.767,19.655,22.795,19.137,21.675,17.835,19.362,20.599,17.835,9120,7.525524418
115,14,8,17.98,27.689,20.629,19.561,20.401,17.835,21.012,19.001,18.409,20.318,17.835,12880,7.525524418
117,14,16,21.584,19.313,19.207,21.86,19.652,28.061,20.144,18.503,19.387,17.835,17.835,26208,7.525524418
120,11,16,19.93,19.677,18.826,20.598,17.835,27.712,21.17,27.951,18.065,27.856,17.835,21120,7.525524418
122,15,11,18.194,19.404,20.511,21.724,17.835,18.302,20.068,20.96,19.647,21.874,17.835,20130,7.525524418
128,7,4,20.057,19.296,20.36,18.571,18.849,17.835,27.782,28.182,18.497,19.069,17.835,3584,7.525524418
128,8,12,17.835,21.283,20.098,18.145,17.989,18.194,18.617,17.943,18.967,19.734,17.835,12288,7.525524418
128,12,14,19.565,19.068,17.993,20.177,20.004,17.835,18.848,21.259,18.023,20.016,17.835,21504,7.525524418
48,5,13,17.836,19.035,18.933,18.483,18.774,19.36,17.938,17.93,18.669,27.497,17.836,3120,7.525102489
55,5,14,17.836,18.616,21.249,18.768,17.891,18.197,18.157,21.792,18.457,18.396,17.836,3850,7.525102489
56,10,9,19.553,18.989,18.744,18.096,19,18.758,18.456,18.226,17.836,18.729,17.836,5040,7.525102489
57,9,13,17.836,19.854,18.612,18.432,28.116,22.884,20.548,21.293,18.942,19.922,17.836,6669,7.525102489
80,16,8,19.112,18.528,17.836,28.224,17.87,28.283,19.369,20.429,18.084,19.27,17.836,10240,7.525102489
83,14,4,17.913,19.283,17.986,20.295,17.964,19.026,19.337,21.094,18.382,17.836,17.836,4648,7.525102489
88,6,7,18.355,17.836,20.501,28.94,19.898,19.538,28.263,27.754,19.433,19.845,17.836,3696,7.525102489
109,13,13,20.824,20.353,19.555,19.416,19.166,20.293,17.836,21.523,18.843,18.864,17.836,18421,7.525102489
113,15,15,28.362,18.925,17.982,18.8,17.836,19.897,25.324,18.114,19.283,18.628,17.836,25425,7.525102489
32,14,6,20.404,20.895,17.837,19.47,19.416,19.644,18.262,19.315,18.113,19.886,17.837,2688,7.524680608
49,14,9,18.391,28.195,18.74,18.456,18.039,20.386,17.877,18.378,22.063,17.837,17.837,6174,7.524680608
49,16,7,18.872,17.979,18.49,19.545,17.988,18.512,18.461,17.837,18.609,18.134,17.837,5488,7.524680608
76,13,14,18.274,18.144,19.092,18.537,19.219,17.837,27.557,28.023,18.387,28.14,17.837,13832,7.524680608
81,13,8,27.936,18.657,28.208,18.602,19.153,21.576,19.445,20.317,17.837,19.651,17.837,8424,7.524680608
95,16,7,19.358,19.357,18.512,19.445,18.615,27.612,18.825,18.073,18.226,17.837,17.837,10640,7.524680608
97,15,4,19.064,19.854,20.711,19.939,18.803,17.837,28.133,19.116,28.155,19.672,17.837,5820,7.524680608
100,12,12,17.837,20.198,18.166,27.821,28.132,28.076,20.828,20.895,18.313,19.285,17.837,14400,7.524680608
118,5,11,21.77,19.47,19.113,18.895,17.837,18.978,28.101,27.924,19.46,20.003,17.837,6490,7.524680608
24,11,6,19.851,19.182,19.662,27.4,27.35,18.876,17.838,20.485,17.898,18.977,17.838,1584,7.524258773
29,5,14,19.262,18.235,17.852,17.838,27.667,27.796,18.682,18.186,27.736,18.2,17.838,2030,7.524258773
57,9,4,19.62,20.106,17.885,27.919,18.251,18.568,18.947,17.918,18.914,17.838,17.838,2052,7.524258773
57,11,8,19.722,19.08,19.529,17.838,18.5,17.891,18.389,18.016,18.828,19.008,17.838,5016,7.524258773
63,4,6,18.937,19.771,17.838,19.253,17.994,18.698,18.786,21.304,27.684,27.894,17.838,1512,7.524258773
67,7,15,27.868,21.4,33.408,26.88,17.838,28.479,20.107,28.531,19.643,19.494,17.838,7035,7.524258773
81,12,8,19.176,18.347,17.838,19.06,19.13,18.081,20.043,20.176,19.006,19.725,17.838,7776,7.524258773
92,6,9,18.387,18.252,21.924,18.185,17.838,28.104,20.55,27.74,20,27.699,17.838,4968,7.524258773
94,4,4,18.776,19.381,20.664,17.838,19.234,28.092,21.662,19.346,20.642,19.541,17.838,1504,7.524258773
96,4,6,19.904,20.574,21.865,27.64,27.755,19.379,18.334,20.54,17.838,19.94,17.838,2304,7.524258773
99,5,16,18.496,27.466,18.668,27.467,20.546,17.838,27.838,18.027,27.966,19.108,17.838,7920,7.524258773
101,13,16,27.584,20.582,28.035,20.236,18.799,19.285,18.36,19.124,17.838,18.276,17.838,21008,7.524258773
115,16,11,17.903,18.451,17.884,17.982,18.331,21.638,17.838,17.907,27.603,27.721,17.838,20240,7.524258773
119,9,14,19.382,18.25,18.243,20.306,19.561,20.18,17.864,19.543,17.838,18.664,17.838,14994,7.524258773
120,5,7,19.085,19.031,27.668,17.958,27.983,18.075,27.767,20.475,17.838,19.996,17.838,4200,7.524258773
121,13,9,27.947,20.895,21.203,19.249,18.072,18.127,19.304,17.838,18.978,19.627,17.838,14157,7.524258773
18,10,5,27.777,27.895,27.273,27.275,28.081,27.269,17.965,17.839,18.331,20.484,17.839,900,7.523836986
30,12,4,19.106,17.839,18.825,19.532,27.544,27.525,21.364,19.833,19.131,18.89,17.839,1440,7.523836986
38,14,9,28.067,28.092,27.375,17.941,28.451,19.55,19.272,18.851,20.807,17.839,17.839,4788,7.523836986
56,8,12,17.839,29.454,27.429,28.072,27.715,28.79,27.803,28.858,27.91,27.75,17.839,5376,7.523836986
70,15,11,18.058,27.638,28.078,20.457,18.257,18.823,17.839,19.008,19.595,17.967,17.839,11550,7.523836986
76,4,13,27.793,18.982,28.632,18.638,19.956,17.839,18.211,18.218,19.341,19.841,17.839,3952,7.523836986
78,4,14,19.355,19.99,18.905,18.239,17.839,19.172,18.123,18.266,20.677,19.536,17.839,4368,7.523836986
78,11,11,18.736,17.985,17.839,17.955,18.699,28.067,20.057,20.051,19.169,18.775,17.839,9438,7.523836986
126,6,15,18.647,18.095,18.477,27.602,20.197,18.37,18.889,18.247,17.839,18.807,17.839,11340,7.523836986
47,11,8,17.84,20.321,19.098,21.574,27.794,27.892,19.118,20.518,19.109,19.199,17.84,4136,7.523415247
60,4,11,18.217,18.486,19.866,20.279,18.041,18.994,18.439,20.066,17.84,18.481,17.84,2640,7.523415247
65,13,14,29.214,21.31,22.009,18.137,20.194,17.84,27.95,28.405,18.213,27.878,17.84,11830,7.523415247
72,6,4,19.975,17.92,27.856,17.84,18.046,20.441,18.709,18.423,18.59,18.725,17.84,1728,7.523415247
72,9,11,20.448,19.721,18.893,19.73,18.516,18.046,19.05,20.565,17.84,20.084,17.84,7128,7.523415247
73,11,12,19.376,18.141,17.983,17.84,18.447,27.712,27.844,20.839,18.746,18.637,17.84,9636,7.523415247
91,6,7,18.789,19.226,19.226,19.223,18.128,18.707,19.34,19.58,18.731,17.84,17.84,3822,7.523415247
92,10,9,20.436,17.963,27.711,27.615,22.164,19.399,18.443,17.84,18.899,31.461,17.84,8280,7.523415247
105,6,11,20.112,18.669,18.683,19.141,18.032,19.598,18.921,18.592,17.84,19.1,17.84,6930,7.523415247
117,6,6,27.857,19.82,27.69,20.788,28.06,21.293,17.84,18.344,19.549,20.539,17.84,4212,7.523415247
119,15,10,17.945,18.47,17.935,19.467,19.678,18.294,18.909,17.84,20.261,18.454,17.84,17850,7.523415247
120,13,14,17.84,19.109,18.039,27.878,21.779,19.692,19.836,18.168,21.414,20.204,17.84,21840,7.523415247
128,7,16,27.917,18.481,18.218,17.975,17.84,18.386,20.316,19.707,18.283,20.91,17.84,14336,7.523415247
7,9,6,20.404,17.972,18.081,17.841,19.266,18.295,27.042,18.915,18.051,18.978,17.841,378,7.522993554
52,5,10,28.013,28.199,19.933,28.118,26.626,27.95,17.841,28.132,18.024,20.346,17.841,2600,7.522993554
54,9,14,18.868,18.915,18.312,17.841,17.97,19.084,18.163,27.745,27.538,20.069,17.841,6804,7.522993554
55,7,6,17.841,18.348,18.033,20.112,27.619,18.028,19.488,17.89,18.73,18.648,17.841,2310,7.522993554
58,16,8,19.386,19.23,18.199,17.841,18.47,19.225,19.506,19.643,17.889,19.081,17.841,7424,7.522993554
59,4,13,20.073,18.977,18.162,19.361,19.772,19.488,19.086,19.074,17.841,19.166,17.841,3068,7.522993554
68,16,5,19.007,27.908,19.195,17.841,20.464,18.572,18.004,19.234,18.04,18.9,17.841,5440,7.522993554
78,12,14,19.853,19.307,28.003,19.665,19.028,27.71,19.584,18.091,27.752,17.841,17.841,13104,7.522993554
78,13,5,19.12,20.773,18.044,20.451,17.841,20.47,28.301,18.545,19.03,21.81,17.841,5070,7.522993554
81,13,14,20.799,17.868,19.117,18.291,17.841,27.982,27.389,20.899,18.364,19.969,17.841,14742,7.522993554
94,12,16,19.547,19.043,19.425,18.525,18.664,18.866,19.429,17.841,21.56,17.931,17.841,18048,7.522993554
96,5,16,19.51,17.841,17.919,18.93,18.048,18.143,20.552,17.889,18.63,19.522,17.841,7680,7.522993554
97,16,4,18.357,17.93,18.596,20.97,18.835,18.214,27.785,28.045,17.841,18.155,17.841,6208,7.522993554
111,12,13,19.023,17.841,20.752,20.153,27.802,18.82,19.265,19.256,19.256,21.075,17.841,17316,7.522993554
113,16,8,19.653,19.321,18.033,20.213,18.922,18.179,19.503,18.815,18.52,17.841,17.841,14464,7.522993554
56,12,15,17.919,18.467,18.286,18.973,19.014,17.842,18.304,18.284,28.108,20.809,17.842,10080,7.522571909
74,5,6,18.983,19.171,17.917,21.655,18.251,17.842,18.343,28.24,27.713,20.114,17.842,2220,7.522571909
77,15,4,28.284,18.829,28.33,20.393,18.166,17.842,20.583,19.284,18.002,19.489,17.842,4620,7.522571909
91,10,10,19.153,18.462,27.646,27.901,21.333,18.13,19.16,18.986,17.874,17.842,17.842,9100,7.522571909
96,9,6,21.297,19.056,20.386,27.696,17.842,20.751,28.214,20.849,19.392,21.142,17.842,5184,7.522571909
117,13,4,19.351,17.842,27.68,19.268,19.724,18.786,27.967,28.171,28.189,20.336,17.842,6084,7.522571909
121,10,16,19.254,21.674,18.82,19.587,32.746,27.876,27.805,22.741,17.842,20.17,17.842,19360,7.522571909
128,9,13,21.604,17.842,19.099,20.395,18.179,18.562,17.883,18.771,18.909,20.571,17.842,14976,7.522571909
9,16,11,27.309,27.221,27.767,17.843,19.189,20.606,18.129,20.978,17.969,20.229,17.843,1584,7.522150311
37,6,4,20.248,19.623,28.648,24.338,19.228,17.843,18.894,18.17,19.56,18.84,17.843,888,7.522150311
42,6,13,21.611,27.945,18.682,27.574,18.724,19.62,17.843,20.378,20.708,19.081,17.843,3276,7.522150311
62,7,15,28.575,21.968,19.008,18.485,19.682,28.749,18.914,19.486,17.843,27.74,17.843,6510,7.522150311
64,6,6,19.119,19.157,18.125,17.843,19.647,17.982,27.985,27.73,28.677,19.28,17.843,2304,7.522150311
72,11,8,19.644,17.843,18.625,19.995,18.425,18.273,20.316,18.68,18.35,19.344,17.843,6336,7.522150311
81,11,16,20.295,19.528,18.068,19.543,18.305,17.843,18.146,19.033,18.046,19.149,17.843,14256,7.522150311
84,15,4,18.056,20.47,18.064,28.616,18.712,20.585,20.09,20.553,17.843,18.406,17.843,5040,7.522150311
85,10,11,18.245,27.777,19.44,28.079,28.052,17.919,20.399,17.843,20.969,18.018,17.843,9350,7.522150311
87,7,4,18.21,18.806,19.078,21.672,18.221,27.637,27.865,18.569,17.843,18.266,17.843,2436,7.522150311
101,9,12,19.362,19.784,18.78,19.651,18.337,20.432,17.843,19.386,19.083,18.722,17.843,10908,7.522150311
110,9,6,19.413,20.015,19.95,18.047,20.048,19.265,17.843,18.813,18.313,19.653,17.843,5940,7.522150311
114,13,16,19.998,17.977,17.925,19.696,19.004,17.843,19.465,19.083,27.863,27.913,17.843,23712,7.522150311
125,10,12,27.966,27.99,19.359,18.173,17.843,19.668,19.555,18.01,18.184,18.189,17.843,15000,7.522150311
39,10,4,21.274,17.99,18.137,17.873,20.146,18.796,19.854,18.002,17.844,18.12,17.844,1560,7.52172876
47,5,12,17.844,21.489,20.361,28.004,18.593,27.543,28.322,27.337,28.099,20.103,17.844,2820,7.52172876
50,6,14,19.867,27.919,18.709,19.054,17.979,17.844,18.74,18.213,19.218,19.25,17.844,4200,7.52172876
55,8,7,18.902,18.883,20.622,17.941,19.01,17.844,28.171,18.353,18.978,19.78,17.844,3080,7.52172876
61,12,11,18.479,19.932,23.849,18.625,19.276,18.092,18.724,20.382,18.016,17.844,17.844,8052,7.52172876
64,12,10,19.535,20.287,20.279,18.428,18.709,18.049,19.372,18.319,17.844,19.07,17.844,7680,7.52172876
71,16,5,28.193,18.725,19.881,20.49,20.297,19.782,17.844,28.004,19.253,18.662,17.844,5680,7.52172876
75,6,16,22.503,18.354,18.796,18.365,20.858,18.601,17.844,19.229,18.201,17.897,17.844,7200,7.52172876
85,13,15,18.955,18.972,17.844,21.706,27.988,17.902,28.04,18.01,18.539,18.182,17.844,16575,7.52172876
92,14,10,20.71,17.844,18.674,19.112,19.127,17.911,19.152,18.897,20.2,19.143,17.844,12880,7.52172876
116,13,10,20.48,20.191,17.844,18.017,18.618,18.323,18.13,18.265,27.886,27.731,17.844,15080,7.52172876
118,6,4,19.236,27.595,22.02,27.694,19.38,20.73,17.844,18.302,18.113,18.483,17.844,2832,7.52172876
118,6,7,22.368,19.653,18.759,19.031,21.967,19.039,18.217,18.146,19.37,17.844,17.844,4956,7.52172876
120,5,8,19.968,20.608,17.844,20.801,18.32,20.969,19.994,20.468,18.7,27.17,17.844,4800,7.52172876
125,5,5,27.624,28.405,19.368,20.142,17.844,21.111,19.701,20.38,18.662,20.24,17.844,3125,7.52172876
37,12,4,19.992,18.451,17.845,19.777,18.022,17.858,27.984,27.58,18.384,19.019,17.845,1776,7.521307257
46,11,12,17.94,19.43,19.429,20.092,18.258,19.853,19.196,18.276,20.219,17.845,17.845,6072,7.521307257
49,12,5,18.043,20.241,19.185,20.907,18.35,18.327,17.845,18.768,18.843,29.564,17.845,2940,7.521307257
71,6,10,28.162,19.235,18.86,20.158,17.845,19.344,18.569,20.695,21.172,20.119,17.845,4260,7.521307257
83,15,9,18.101,17.845,18.804,19.496,18.054,18.506,18.507,19.119,17.86,19.28,17.845,11205,7.521307257
94,5,16,20.144,24.806,21.358,17.845,18.487,18.902,17.986,18.241,27.295,20.328,17.845,7520,7.521307257
122,14,8,21.615,19.04,20.984,28.109,18.616,17.883,18.659,20.638,18.549,17.845,17.845,13664,7.521307257
123,13,15,17.845,28.436,18.611,28.221,20.247,18.207,19.922,19.011,20.249,19.314,17.845,23985,7.521307257
31,10,5,28.201,28.551,19.283,20.912,20.584,27.695,20.126,18.221,19.166,17.846,17.846,1550,7.520885801
32,4,7,21.325,27.836,27.743,17.846,27.563,27.856,27.659,18.07,27.676,27.718,17.846,896,7.520885801
54,7,5,28.15,18.4,19.061,19.688,27.873,18.144,27.762,17.846,18.099,18.765,17.846,1890,7.520885801
54,8,15,27.704,17.846,28.405,31.446,27.505,28.443,27.648,19.56,28.201,26.146,17.846,6480,7.520885801
57,15,16,18.203,18.293,18.105,19.447,18.245,21.632,18.129,17.846,19.526,18.593,17.846,13680,7.520885801
64,7,15,21.619,19.774,19.024,21.887,19.717,17.846,18.407,19.145,28.025,17.852,17.846,6720,7.520885801
68,6,4,19.091,17.846,18.003,20.258,28.038,20.214,18.328,20.266,18.687,20.443,17.846,1632,7.520885801
70,15,12,20.458,28.172,20.926,19.557,18.893,19.813,19.295,19.385,17.846,18.591,17.846,12600,7.520885801
73,12,13,18.635,20.54,18.181,17.846,17.997,27.49,27.575,19.342,18.495,18.393,17.846,11388,7.520885801
77,11,6,21.114,18.947,17.846,20.702,27.815,28.131,20.474,27.15,18.694,18.244,17.846,5082,7.520885801
85,6,11,18.868,18.631,18.414,19.279,17.97,21.8,27.965,28.492,19.981,17.846,17.846,5610,7.520885801
91,5,7,27.889,20.031,28.573,27.607,28.033,19.71,21.153,18.96,17.846,19.273,17.846,3185,7.520885801
94,9,7,19.383,19.402,18.21,27.787,20.169,19.166,18.303,21.278,17.962,17.846,17.846,5922,7.520885801
97,13,14,18.766,18.006,18.332,19.374,17.984,17.886,17.846,18.899,27.902,27.626,17.846,17654,7.520885801
