Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block_Size,GFLOPS
46,5,8,17.421,28.338,18.963,17.519,17.794,18.586,17.37,18.246,18.578,19.548,17.37,1840,7.726984917
49,15,6,17.37,19.625,17.674,18.381,19.54,19.958,27.835,20.306,28.096,19.71,17.37,4410,7.726984917
55,14,10,20.877,27.599,28.565,19.977,17.37,18.003,17.747,19.806,18.298,18.273,17.37,7700,7.726984917
60,13,12,18.347,18.912,17.787,18.705,27.679,18.638,20.056,20.458,18.213,17.37,17.37,9360,7.726984917
61,15,15,18.549,18.51,18.559,19.139,17.37,18.067,17.681,28.141,19.219,19.155,17.37,13725,7.726984917
64,8,6,20.616,20.43,27.741,17.515,17.37,18.194,18.993,17.507,18.698,18.355,17.37,3072,7.726984917
69,16,6,19.305,30.552,18.527,17.37,19.691,17.962,28.034,18.003,18.723,17.743,17.37,6624,7.726984917
70,14,5,21.383,17.37,20.75,22.659,32.996,18.044,19.582,17.696,19.9,19.156,17.37,4900,7.726984917
75,12,14,18.066,19.611,17.726,17.494,17.522,19.549,18.482,18.489,17.37,20.059,17.37,12600,7.726984917
84,10,12,19.755,19.731,18.527,18.578,17.602,17.762,17.37,19.179,19.341,28.366,17.37,10080,7.726984917
89,4,11,27.6,28.375,17.88,18.268,17.975,18.379,18.457,17.37,19.648,18.09,17.37,3916,7.726984917
91,10,15,19.763,17.821,18.98,17.37,18.395,17.794,19.214,17.378,18.309,27.649,17.37,13650,7.726984917
98,7,15,19.761,20.582,19.812,18.252,17.37,17.626,20.522,17.636,20.173,18.679,17.37,10290,7.726984917
101,14,16,21.686,18.585,18.001,18.487,18.899,17.672,18.928,27.377,17.74,17.37,17.37,22624,7.726984917
102,11,12,18.858,18.267,17.37,22.009,18.542,18.169,17.448,18.23,19.202,17.965,17.37,13464,7.726984917
103,13,6,21.062,17.934,18.079,21.029,20.66,21.069,21.121,17.37,20.06,19.551,17.37,8034,7.726984917
115,8,10,18.602,20.833,18.8,20.783,17.37,17.935,18.001,18.685,18.468,17.649,17.37,9200,7.726984917
117,14,14,17.784,17.998,17.709,17.822,27.694,18.64,20.731,20.038,17.628,17.37,17.37,22932,7.726984917
122,15,16,19.42,19.493,17.37,27.546,20.103,18.826,18.865,17.847,18.999,18.164,17.37,29280,7.726984917
125,11,16,18.512,27.823,17.798,28.278,28.589,19.718,28.432,17.37,20.107,20.711,17.37,22000,7.726984917
127,7,9,19.833,19.708,18.17,17.37,18.634,17.849,18.35,17.666,17.869,18.686,17.37,8001,7.726984917
21,15,13,17.371,18.837,17.614,19.616,17.784,18.543,18.828,18.012,17.818,19.47,17.371,4095,7.726540096
26,13,15,27.746,17.653,27.312,17.371,17.416,28.059,18.034,19.426,17.864,19.09,17.371,5070,7.726540096
39,7,15,19.984,17.901,17.371,18.283,17.732,17.717,17.659,19.193,17.963,27.589,17.371,4095,7.726540096
58,10,14,19.764,19.222,17.528,19.937,18.159,17.371,20.032,17.429,18.049,18.282,17.371,8120,7.726540096
61,13,9,19.28,17.954,17.741,17.763,17.371,27.678,19.061,18.547,17.639,17.495,17.371,7137,7.726540096
75,16,13,18.606,18.393,25.323,17.371,18.24,18.007,18.545,18.322,17.779,18.134,17.371,15600,7.726540096
76,7,14,19.298,17.626,18.803,17.371,20.308,28.209,27.845,19.642,27.98,20.726,17.371,7448,7.726540096
87,8,14,17.374,19.562,19.288,20.892,19.494,19.731,17.688,17.795,17.371,18.105,17.371,9744,7.726540096
87,11,16,18.936,17.371,18.909,18.68,27.831,27.808,18.383,18.091,17.664,18.708,17.371,15312,7.726540096
92,16,5,27.362,20.142,27.9,28.121,20.319,17.738,18.575,17.371,19.082,18.226,17.371,7360,7.726540096
95,8,10,19.128,17.371,18.007,19.015,27.908,20.815,28.621,18.048,19.12,18.211,17.371,7600,7.726540096
96,10,9,18.957,18.897,18.073,18.491,17.371,19.376,20.079,19.785,17.845,18.117,17.371,8640,7.726540096
97,7,14,19.003,20.112,19.363,24.16,19.555,28.101,17.371,18.881,20.44,19.576,17.371,9506,7.726540096
97,9,5,27.657,19.677,28.041,19.859,27.935,20.074,17.737,17.371,18.591,27.826,17.371,4365,7.726540096
97,9,8,17.601,18.818,21.043,17.371,20.091,18.141,27.99,27.79,18.992,18.47,17.371,6984,7.726540096
101,15,9,18.144,18.951,17.836,18.294,17.371,18.84,18.877,18.27,18.664,22.198,17.371,13635,7.726540096
102,15,13,18.127,19.276,21.017,18.878,18.119,27.543,19.394,18.51,31.059,17.371,17.371,19890,7.726540096
105,8,13,19.653,18.278,18.94,17.371,18.445,19.449,20.004,19.72,19.211,19.095,17.371,10920,7.726540096
105,9,12,18.65,22.963,27.562,20.322,20.591,20.513,17.692,17.371,18.346,20.653,17.371,11340,7.726540096
106,9,8,18.173,20.778,17.479,17.371,17.479,18.408,18.184,27.775,18.07,18.122,17.371,7632,7.726540096
108,11,13,19.191,17.695,17.922,19.729,18.913,18.752,17.777,17.371,18.418,20.424,17.371,15444,7.726540096
111,16,15,19.892,17.794,19.431,17.371,17.828,17.631,20.323,19.596,27.714,20.162,17.371,26640,7.726540096
116,15,13,19.754,18.363,17.895,19.676,18.272,18.723,19.067,17.371,18.579,18.262,17.371,22620,7.726540096
122,15,13,19.718,19.262,17.532,19.122,17.677,18.896,17.84,20.14,17.371,27.794,17.371,23790,7.726540096
126,5,14,19.833,18.892,21.186,20.119,19.488,19.767,18.124,17.822,17.562,17.371,17.371,8820,7.726540096
7,9,4,18.214,18.952,28.023,18.223,18.512,18.332,27.188,19.164,21.614,17.372,17.372,252,7.726095326
17,8,9,27.178,17.372,19.147,19.151,27.607,18.172,18.992,19.734,18.386,19.503,17.372,1224,7.726095326
25,12,15,18.671,17.372,19.089,17.704,17.651,18.511,20.203,18.86,18.453,17.508,17.372,4500,7.726095326
38,16,10,18.095,17.45,18.118,17.372,18.87,17.781,20.868,18.767,17.636,17.441,17.372,6080,7.726095326
41,14,16,17.865,20.602,18.973,18.311,18.29,17.372,17.746,21.721,18.818,18.19,17.372,9184,7.726095326
54,5,9,17.944,19.214,18.843,19.221,18.097,17.372,18.296,17.837,18.565,17.623,17.372,2430,7.726095326
58,9,12,18.738,19.782,18.074,17.894,17.372,19.153,17.468,18.7,19.263,20.159,17.372,6264,7.726095326
70,13,12,18.242,17.372,18.288,17.842,21.118,19.638,18.044,18.292,21.22,19.76,17.372,10920,7.726095326
74,15,13,17.372,17.88,18.197,18.366,20.519,21.339,19.707,19.123,18.916,18.545,17.372,14430,7.726095326
75,8,5,27.748,27.819,19.902,18.214,20.58,19.91,18.341,18.906,17.372,17.644,17.372,3000,7.726095326
83,7,10,19.306,19.015,18.237,19.023,17.637,19.963,17.372,18.055,19.182,18.911,17.372,5810,7.726095326
87,14,10,18.224,21.709,17.441,18.476,18.773,18.614,17.372,17.671,18.173,19.384,17.372,12180,7.726095326
91,13,10,19.631,19.291,21.272,27.868,27.833,17.372,21.758,18.021,18.249,18.138,17.372,11830,7.726095326
95,16,10,19.319,17.372,17.737,27.931,27.609,28.092,20.176,19.584,20.871,27.777,17.372,15200,7.726095326
97,4,8,20.033,17.372,18.119,17.967,18.15,17.944,18.442,18.274,18.805,18.881,17.372,3104,7.726095326
101,8,11,19.653,17.372,27.671,19.571,17.574,18.347,20.082,19.429,20.895,20.954,17.372,8888,7.726095326
103,14,15,18.435,18.713,17.527,17.514,17.372,18.486,19.479,18.486,21.875,19.147,17.372,21630,7.726095326
104,16,4,18.781,19.852,19.097,18.186,19.613,19.849,17.593,17.372,18.74,20.605,17.372,6656,7.726095326
113,9,7,17.525,21.038,18.551,19.359,17.849,19.283,17.628,18.924,18.961,17.372,17.372,7119,7.726095326
33,10,8,18.003,18.099,21.526,27.705,18.646,18.544,18.264,17.373,18.229,19.955,17.373,2640,7.725650607
64,7,9,17.586,17.879,17.373,18.748,17.65,19.665,28.251,18.208,18.868,18.522,17.373,4032,7.725650607
66,10,16,18.199,18.347,17.468,27.981,20.668,19.189,17.705,17.373,17.836,27.809,17.373,10560,7.725650607
78,8,11,17.918,18.753,17.6,18.969,17.528,19.833,19.648,17.373,17.81,18.155,17.373,6864,7.725650607
90,7,10,17.373,18.203,18.365,17.768,19.58,21.165,27.538,18.997,21.603,20.779,17.373,6300,7.725650607
107,6,5,20.063,18.508,22.014,21.543,17.975,19.702,18.268,17.373,19.443,17.665,17.373,3210,7.725650607
107,10,13,18.306,18.96,19.049,20.668,20.498,17.373,19.396,20.046,18.969,17.958,17.373,13910,7.725650607
109,7,13,27.988,28.48,17.471,28.024,21.163,17.977,18.925,17.373,27.478,19.55,17.373,9919,7.725650607
112,14,13,18.184,18.108,17.474,17.373,19.874,18.466,18.25,17.682,18.218,22.044,17.373,20384,7.725650607
112,15,16,19.91,17.373,20.189,17.715,18.593,27.916,17.919,19.103,17.477,28.186,17.373,26880,7.725650607
117,5,8,20.552,20.348,17.921,19.36,17.925,18.183,17.373,17.595,18.934,17.377,17.373,4680,7.725650607
126,16,9,18.769,19.692,18.517,19.996,18.561,19.906,19.276,18.101,18.253,17.373,17.373,18144,7.725650607
4,5,6,27.246,27.743,17.696,27.401,18.18,18.609,17.392,17.374,17.675,17.678,17.374,120,7.72520594
6,12,16,19.042,27.27,17.602,27.044,17.974,17.545,17.612,17.374,18.72,18.058,17.374,1152,7.72520594
7,6,5,18.241,17.485,17.787,18.878,17.918,18.444,27.849,28.069,17.567,17.374,17.374,210,7.72520594
8,10,6,27.276,19.242,19.883,27.34,27.498,27.319,17.867,17.576,19.212,17.374,17.374,480,7.72520594
13,9,5,19.391,19.432,27.822,18.369,19.539,17.374,18.535,18.068,20.083,18.399,17.374,585,7.72520594
27,8,6,19.562,18.108,19.596,18.603,19.189,17.42,17.897,17.843,18.196,17.374,17.374,1296,7.72520594
28,11,5,17.815,17.435,17.578,19.656,17.695,19.331,17.374,27.437,19.198,18.113,17.374,1540,7.72520594
29,14,15,19.587,17.374,18.74,18.355,17.835,27.586,19.393,19.754,18.946,18.357,17.374,6090,7.72520594
31,15,4,18.846,21.286,27.667,19.146,21.377,27.598,17.557,19.159,17.374,27.837,17.374,1860,7.72520594
51,5,11,18.841,17.638,17.59,17.527,17.374,17.691,17.996,18.364,17.75,17.666,17.374,2805,7.72520594
53,11,13,18.557,17.374,18.731,19.195,18.402,27.873,18.394,18.082,18.979,18.074,17.374,7579,7.72520594
59,14,16,21.537,28.514,27.91,21.554,27.511,27.911,17.374,27.693,27.955,20.027,17.374,13216,7.72520594
66,15,4,18.82,19.006,17.881,17.89,19.39,17.374,19.564,20.908,18.283,17.956,17.374,3960,7.72520594
75,15,7,27.674,19.05,19.376,27.712,22.882,18.454,27.358,18.077,17.374,18.135,17.374,7875,7.72520594
76,12,15,20.016,18.755,22.705,18.14,27.564,22.265,18.837,17.963,18.68,17.374,17.374,13680,7.72520594
84,6,14,18.492,19.583,17.643,19.803,27.866,27.654,27.881,28.288,21.697,17.374,17.374,7056,7.72520594
89,10,6,19.046,20.109,19.951,19.573,19.28,19.375,21.292,17.374,19.083,18.685,17.374,5340,7.72520594
92,16,14,18.963,17.739,19.417,18.825,17.583,19.406,17.787,19.265,17.374,18.509,17.374,20608,7.72520594
93,13,6,18.615,19.599,20.209,18.288,17.374,18.068,18.011,18.153,18.505,18.028,17.374,7254,7.72520594
97,10,9,18.223,19.036,18.751,20.141,18.015,19.698,19.7,17.374,27.316,26.489,17.374,8730,7.72520594
101,6,9,19.552,18.279,18.329,18.016,19.229,19.248,19.085,17.779,17.374,17.936,17.374,5454,7.72520594
112,8,11,19.651,20.294,17.949,17.374,17.876,18.874,19.446,19.094,18.97,19.547,17.374,9856,7.72520594
123,12,7,19.047,22.11,17.447,19.91,17.374,18.203,17.992,19.229,28.22,17.792,17.374,10332,7.72520594
16,14,8,17.375,19.213,27.128,18.427,19.05,19.381,17.769,18.148,18.302,19.36,17.375,1792,7.724761324
19,9,11,20.525,17.585,17.797,18.523,18.809,17.583,17.575,17.375,19.388,19.625,17.375,1881,7.724761324
19,14,12,18.171,27.062,18.987,18.495,17.64,18.091,17.375,17.533,17.924,17.376,17.375,3192,7.724761324
33,10,4,18.347,20.29,18.98,21.625,18.862,25.025,20.505,19.361,19.658,17.375,17.375,1320,7.724761324
35,10,8,19.118,17.375,18.571,20.811,18.577,17.622,17.458,18.291,18.856,17.885,17.375,2800,7.724761324
39,15,5,17.954,19.097,17.688,19.277,17.375,19.736,19.34,20.099,19.033,20.325,17.375,2925,7.724761324
40,11,5,19.26,17.7,17.375,19.448,18.772,17.934,17.797,20.041,18.048,17.86,17.375,2200,7.724761324
42,6,6,27.769,28.212,17.375,19.845,27.655,19.554,22.518,18.583,19.941,19.637,17.375,1512,7.724761324
42,7,15,18.479,18.175,19.303,18.535,17.375,19.017,19.861,18.883,22.955,19.843,17.375,4410,7.724761324
45,13,8,21.632,17.444,17.375,20.824,20.033,18.23,19.873,21.627,18.969,17.981,17.375,4680,7.724761324
58,13,12,18.044,18.049,18.899,20.525,17.375,17.611,17.826,20.62,27.836,18.64,17.375,9048,7.724761324
77,6,5,17.375,18.062,19.586,18.984,28.178,18.673,20.415,19.19,19.997,20.494,17.375,2310,7.724761324
82,6,12,20.787,17.667,17.375,19.519,17.53,18.321,18.564,18.345,18.283,20.049,17.375,5904,7.724761324
84,10,11,18.399,18.36,17.375,17.705,17.422,17.623,18.082,25.43,17.998,18.556,17.375,9240,7.724761324
89,15,16,18.674,19.088,18.275,19.546,17.375,18.158,27.928,20.618,27.879,18.153,17.375,21360,7.724761324
100,16,8,19.226,17.375,18.115,18.882,18.501,18.294,17.643,17.864,19.132,18.265,17.375,12800,7.724761324
102,6,14,27.934,18.083,17.375,17.699,20.83,19.549,18.926,18.61,17.729,18.809,17.375,8568,7.724761324
107,15,13,18.361,19.611,17.375,21.794,19.302,18.302,20.181,18.388,17.65,20.113,17.375,20865,7.724761324
112,15,10,27.839,18.422,18.019,19.605,18.263,18.121,17.375,17.85,17.609,17.919,17.375,16800,7.724761324
121,8,14,18.681,17.68,17.936,17.958,18.422,18.631,17.375,27.952,18.904,18.057,17.375,13552,7.724761324
125,6,16,19.331,19.262,18.457,19.351,17.692,17.742,18.883,17.375,18.36,19.264,17.375,12000,7.724761324
125,7,6,19.185,19.647,17.375,19.617,17.719,18.248,20.736,28.308,27.859,21.224,17.375,5250,7.724761324
9,16,16,20.532,18.07,20.053,20.68,27.196,19.298,17.376,20.582,19.152,17.478,17.376,2304,7.724316759
14,11,5,18.751,21.647,19.249,17.376,17.834,18.607,19.347,19.588,19.066,17.475,17.376,770,7.724316759
19,4,9,21.209,19.007,17.912,17.376,17.952,19.673,18.306,18.164,18.198,27.048,17.376,684,7.724316759
28,14,16,19.431,17.765,21.659,27.096,18.662,19.244,19.637,17.376,18.748,19.809,17.376,6272,7.724316759
28,16,14,18.809,27.797,20.955,21.066,20.715,19.189,17.376,18.503,27.372,20.547,17.376,6272,7.724316759
35,16,6,17.868,17.673,17.819,17.563,17.626,17.945,17.376,17.668,17.561,21.969,17.376,3360,7.724316759
44,14,10,17.969,17.66,17.376,17.813,19.181,18.942,18.719,18.772,18.076,18.813,17.376,6160,7.724316759
45,16,15,17.376,19.859,29.763,27.497,20.169,29.072,19.823,18.55,21.82,28.004,17.376,10800,7.724316759
49,9,13,18.47,17.376,17.846,19.359,19.616,18.22,18.709,18.484,18.042,17.816,17.376,5733,7.724316759
61,10,11,18.139,28.641,17.493,23.266,17.376,18.367,18.016,19.698,17.524,17.485,17.376,6710,7.724316759
62,10,14,27.713,28.811,18.514,19.585,17.729,17.448,17.376,17.814,17.823,18.126,17.376,8680,7.724316759
76,14,6,17.465,18.377,17.376,17.753,19.33,18.545,18.909,19.108,18.961,17.713,17.376,6384,7.724316759
90,13,16,19.802,19.307,18.869,19.4,17.376,19.251,18.762,19.448,18.195,19.403,17.376,18720,7.724316759
98,16,5,18.202,17.384,18.21,17.773,17.376,19.564,19.537,17.678,18.49,17.639,17.376,7840,7.724316759
108,14,14,18.355,21.956,19.751,20.826,17.376,20.804,18.537,21.158,18.141,27.645,17.376,21168,7.724316759
109,9,11,18.198,17.376,18.172,17.478,19.99,18.319,17.966,21.808,18.272,17.77,17.376,10791,7.724316759
123,15,4,19.229,18.479,19.731,18.919,17.614,17.763,18.207,17.93,18.22,17.376,17.376,7380,7.724316759
125,13,6,18.326,17.376,18.965,20.224,18.958,18.08,17.592,18.976,18.149,17.489,17.376,9750,7.724316759
125,14,7,19.204,18.485,17.881,20.006,18.487,19.51,18.764,17.975,17.376,18.809,17.376,12250,7.724316759
126,4,13,18.548,18.576,19.133,21.284,19.436,18.056,18.537,17.376,19.852,18.691,17.376,6552,7.724316759
20,8,8,19.597,17.941,18.55,18.312,18.03,17.442,19.433,17.377,17.604,17.405,17.377,1280,7.723872245
20,13,14,17.748,19.978,27.05,27.794,27.582,28.163,17.377,27.644,21.26,19.37,17.377,3640,7.723872245
23,5,4,21.366,28.106,17.377,27.418,27.602,27.637,27.993,27.801,27.685,28.148,17.377,460,7.723872245
25,5,7,20.144,27.897,18.347,27.855,19.187,18.394,17.377,27.558,17.661,17.959,17.377,875,7.723872245
28,11,16,18.283,27.464,18.606,19.481,17.377,18.407,17.726,29.375,20.456,27.618,17.377,4928,7.723872245
36,5,6,17.377,18.108,19.364,18.217,17.948,21.746,20.266,18.47,18.686,18.357,17.377,1080,7.723872245
41,7,11,25.406,19.937,17.377,31.91,19.737,19.139,28.66,19.432,28.227,18.686,17.377,3157,7.723872245
45,7,9,17.41,17.476,17.994,19.319,17.576,18.022,17.377,17.426,19.186,17.957,17.377,2835,7.723872245
49,15,9,27.942,22.107,18.681,20.548,19.577,19.134,19.755,17.377,18.264,17.567,17.377,6615,7.723872245
52,15,10,17.377,19.589,18,27.848,17.633,27.756,17.739,19.31,17.88,17.982,17.377,7800,7.723872245
69,15,10,19.11,21.309,18.077,19.434,18.512,18.411,17.982,17.914,18.614,17.377,17.377,10350,7.723872245
72,7,8,27.714,19.919,21.593,18.216,18.505,17.377,20.654,18.707,17.877,27.892,17.377,4032,7.723872245
73,4,9,18.983,20.941,27.806,21.667,19.894,17.717,18.548,17.377,19.87,19.166,17.377,2628,7.723872245
73,6,10,18.154,19.693,28.23,18.472,18.242,17.715,17.907,18.08,18.142,17.377,17.377,4380,7.723872245
76,4,12,20.758,19.732,17.377,18.541,18.172,19.585,17.834,17.717,18.516,17.799,17.377,3648,7.723872245
80,15,5,21.728,19.552,18.513,17.481,18.503,17.633,18.212,17.377,19.269,19.182,17.377,6000,7.723872245
83,6,13,18.623,18.519,18.668,17.377,18.498,18.393,21.658,19.293,19.173,17.527,17.377,6474,7.723872245
94,6,10,18.321,28.141,27.787,17.377,17.793,20.415,19.003,18.959,17.828,18.04,17.377,5640,7.723872245
100,8,14,19.47,17.377,18.91,17.896,18.615,18.25,17.62,17.664,27.787,28.022,17.377,11200,7.723872245
103,8,8,17.758,18.934,17.567,17.377,18.488,20.167,20.584,20.367,19.395,27.562,17.377,6592,7.723872245
104,16,11,17.377,28.074,28,28.272,27.579,21.125,18.703,18.132,17.892,20.212,17.377,18304,7.723872245
110,6,13,22.184,21.384,19.128,18.132,27.639,17.997,20.383,19.697,17.377,18.437,17.377,8580,7.723872245
112,13,4,18.211,27.99,18.837,27.802,18.119,19.354,21.103,17.377,18.263,18.395,17.377,5824,7.723872245
119,9,13,17.377,19.082,27.782,18.341,20.959,18.097,18.41,19.556,18.282,17.51,17.377,13923,7.723872245
120,16,7,19.695,19.243,18.56,18.813,17.697,19.235,18.752,17.499,17.684,17.377,17.377,13440,7.723872245
127,5,4,17.638,20.812,17.416,18.024,18.598,19.56,18.656,17.377,17.615,17.863,17.377,2540,7.723872245
10,4,15,19.914,20.086,19.236,20.476,20.482,17.821,20.529,20.108,17.378,17.604,17.378,600,7.723427782
13,9,6,20.036,18.298,17.565,19.393,17.801,18.818,18.001,18.382,17.378,18.574,17.378,702,7.723427782
19,13,5,17.531,17.378,17.458,18.631,18.171,19.459,19.123,17.408,18.064,18.128,17.378,1235,7.723427782
30,12,5,18.844,18.7,17.741,27.208,27.727,20.192,19.743,19.204,17.378,18.883,17.378,1800,7.723427782
36,4,11,18.754,17.957,17.53,18.839,18.978,19.214,18.533,19.961,19.554,17.378,17.378,1584,7.723427782
37,6,5,19.637,19.934,18.427,17.601,17.552,19.884,17.69,17.922,17.378,18.594,17.378,1110,7.723427782
56,4,14,17.378,27.848,19.662,21.915,27.979,19.505,18.64,21.985,21.052,17.746,17.378,3136,7.723427782
61,10,13,19.808,20.792,18.265,20.562,19.11,19.982,17.593,20.345,27.99,17.378,17.378,7930,7.723427782
62,10,9,20.544,17.378,18.105,19.248,17.889,17.785,21.703,17.523,18.452,20.736,17.378,5580,7.723427782
66,5,15,19.684,18.625,17.75,19.53,17.378,27.442,27.683,18.241,18.079,17.451,17.378,4950,7.723427782
67,13,4,17.732,18.206,17.378,18.346,18.116,18.462,17.537,18.765,18.001,18.251,17.378,3484,7.723427782
71,4,14,19.518,17.507,18.141,17.727,19.044,21.403,17.468,17.378,18.394,18.637,17.378,3976,7.723427782
78,6,7,19.476,18,19.082,19.355,19.595,17.378,19.847,17.667,18.306,17.608,17.378,3276,7.723427782
80,12,14,19.859,20.253,28.162,17.378,19.8,19.804,18.362,19.297,19.382,18.47,17.378,13440,7.723427782
88,5,15,18.323,18.992,18.668,18.531,20.617,19.252,20.526,19.024,18.041,17.378,17.378,6600,7.723427782
103,6,12,20.796,17.378,18.062,18.088,18.764,27.535,28.205,27.966,20.049,18.085,17.378,7416,7.723427782
112,11,8,19.294,17.378,20.917,18.812,18.642,18.114,19.342,20.229,19.723,19.409,17.378,9856,7.723427782
124,14,12,17.624,20.858,19.304,17.677,17.667,18.107,18.581,17.378,19.882,17.984,17.378,20832,7.723427782
4,16,7,19.182,17.678,17.583,18.504,21.596,17.468,17.379,17.762,19.889,19.296,17.379,448,7.722983371
6,9,9,19.349,27.575,27.959,18.09,17.535,17.919,17.379,17.953,19.903,17.87,17.379,486,7.722983371
19,5,4,19.115,27.432,18.837,27.644,17.379,17.604,18.607,20.117,18.492,17.965,17.379,380,7.722983371
23,7,7,19.532,27.367,27.877,28.326,19.817,19.037,18.774,19.084,18.179,17.379,17.379,1127,7.722983371
31,9,14,20.853,19.366,19.169,19.847,17.548,21.612,18.564,27.338,17.858,17.379,17.379,3906,7.722983371
34,11,14,19.314,17.379,19.365,19.282,27.447,17.58,17.622,17.381,17.906,18.007,17.379,5236,7.722983371
52,11,10,18.773,18.811,19.191,17.471,18.547,18.562,18.426,17.379,17.482,18.206,17.379,5720,7.722983371
54,9,4,27.935,19.626,28.3,21.134,19.921,19.984,17.379,18.345,17.78,20.683,17.379,1944,7.722983371
54,16,16,19.191,17.838,18.033,17.961,17.734,18.218,20.325,18.04,19.985,17.379,17.379,13824,7.722983371
55,7,12,28.347,17.713,28.905,19.316,18.456,18.68,19.002,17.911,17.712,17.379,17.379,4620,7.722983371
64,6,14,19.769,18.956,18.438,20.762,20.536,28.749,29.038,17.979,17.379,18.291,17.379,5376,7.722983371
69,5,7,20.034,17.826,21.031,19.721,18.29,19.58,17.379,19.983,18.469,19.931,17.379,2415,7.722983371
71,10,6,21.282,17.379,21.131,18.595,19.31,18.848,18.375,18.112,18.957,19.116,17.379,4260,7.722983371
76,13,4,18.539,17.893,18.766,20.498,17.379,18.003,17.472,18.224,18.442,17.575,17.379,3952,7.722983371
90,15,13,20.792,17.379,18.992,30.738,19.813,28.495,19.946,18.859,18.28,19.437,17.379,17550,7.722983371
95,16,4,18.226,17.563,19.55,17.625,19.714,17.379,18.979,17.867,18.844,18.773,17.379,6080,7.722983371
96,13,6,20.319,18.097,19.863,17.669,19.741,17.379,19.809,17.557,18.911,18.803,17.379,7488,7.722983371
100,12,9,27.696,22.223,28.687,21.705,27.847,17.379,28.31,18.759,28.499,27.387,17.379,10800,7.722983371
101,14,8,22.086,17.843,17.379,19.781,19.347,19.17,19.757,19.034,18.608,18.146,17.379,11312,7.722983371
