Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block Size,GFLOPS
83,7,6,268.204,296.001,277.597,300.512,267.268,300.827,315.306,300.395,274.658,342.4,267.268,3486,0.502184055
82,16,8,298.044,289.305,287.424,273.184,295.813,300.149,299.424,267.274,320.533,268.472,267.274,10496,0.502172781
82,15,9,274.771,311.607,286.331,297.858,272.758,298.794,269.91,316.195,267.283,298.451,267.283,11070,0.502155872
6,6,11,310.258,291.384,289.325,363.719,317.027,323.685,387.447,299.025,279.227,267.289,267.289,396,0.5021446
10,15,6,292.252,310.505,306.71,304.13,300.607,315.181,302.763,267.303,329.911,339.377,267.303,900,0.5021183
22,7,14,288.798,393.148,387.232,290.577,267.305,277.593,415.482,392.707,337.616,358.303,267.305,2156,0.502114543
82,16,4,278.125,297.833,267.307,292.084,268.244,302.708,269.383,302.005,268.997,325.481,267.307,5248,0.502110786
53,16,14,310.887,355.899,341.901,270.906,340.718,328.701,335.93,346.531,359.121,267.31,267.31,11872,0.502105151
5,9,15,336.787,323.315,348.161,301.502,327.873,267.327,270.61,322.12,372.646,299.691,267.327,675,0.502073221
42,9,14,340.095,324.124,288.006,298.969,280.029,307.2,379.852,268.317,281.909,267.327,267.327,5292,0.502073221
12,4,13,358.573,310.738,383.703,301.062,355.36,277.902,289.882,296.941,267.329,335.299,267.329,624,0.502069465
84,9,7,297.633,297.475,267.332,293.583,270.525,297.713,299.143,274.568,303.132,298.46,267.332,5292,0.502063831
71,14,6,302.687,282.393,272.185,399.601,316.847,297.326,358.567,304.127,267.337,284.367,267.337,5964,0.502054441
5,14,15,294.024,298.534,346.36,274.872,274.182,377.154,267.34,329.267,330.833,273.091,267.34,1050,0.502048807
27,8,15,267.342,295.637,301.983,270.333,284.796,393.795,372.592,290.738,274.545,292.519,267.342,3240,0.502045051
84,8,13,293.567,283.432,293.257,269.717,297.472,295.573,267.358,329.522,348.912,305.583,267.358,8736,0.502015006
60,5,7,365.265,279.589,292.55,386.93,267.359,325.49,320.809,373.448,363.154,372.262,267.359,2100,0.502013128
32,9,7,303.812,326.947,314.867,280.704,327.965,280.257,352.465,295.857,310.194,267.361,267.361,2016,0.502009373
53,9,12,345.621,402.8,360.668,397.979,297.266,301.861,346.089,328.847,267.364,293.939,267.364,5724,0.50200374
54,9,7,344.422,273.089,355.843,325.466,319.171,267.374,339.001,324.075,343.297,329.026,267.374,3402,0.501984965
34,16,11,267.376,312.816,344.889,394.211,362.024,405.304,341.596,359.618,269.003,386.397,267.376,5984,0.50198121
14,16,6,267.381,270.225,332.188,332.677,338.575,322.884,320.768,387.251,351.885,334.082,267.381,1344,0.501971823
48,12,14,294.687,299.756,294.527,380.449,291.639,273.188,366.794,267.388,318.96,269.804,267.388,8064,0.501958682
14,13,9,344.018,292.161,329.529,360.095,373.944,267.391,281.809,384.16,301.2,280.147,267.391,1638,0.50195305
14,12,5,348.109,378.895,310.367,323.914,321.216,267.394,382.681,305.261,373.028,331.381,267.394,840,0.501947418
11,5,15,304.386,267.413,328.286,298.562,276.661,304.365,380.839,279.915,279.339,280.635,267.413,825,0.501911754
84,15,8,267.419,278.399,292.985,294.698,299.259,329.471,292.453,301.78,296.233,300.964,267.419,10080,0.501900493
62,8,4,295.918,291.308,376.878,267.423,279.972,267.706,349.034,277.708,281.783,287.372,267.423,1984,0.501892986
33,16,6,272.217,306.307,301.21,307.189,352.62,373.614,267.426,273.912,280.416,298.256,267.426,3168,0.501887356
84,10,14,327.162,297.705,272.719,315.672,267.426,281.155,291.963,267.576,306.486,275.891,267.426,11760,0.501887356
32,15,10,335.276,313.614,301.375,291.813,309.136,298.944,276.533,308.191,314.673,267.45,267.45,4800,0.501842318
23,15,12,367.3,308.917,296.983,294.394,270.716,357.995,287.414,313.058,301.965,267.452,267.452,4140,0.501838565
9,4,7,267.454,290.01,298.062,312.708,287.142,274.78,304.498,315.929,283.289,347.392,267.454,252,0.501834813
119,15,11,363.145,302.277,423.929,302.626,300.177,301.498,301.638,300.312,267.469,288.664,267.469,19635,0.501806669
8,10,15,269.383,291.639,267.473,295.609,290.971,356.159,354.864,363.125,361.198,396.355,267.473,1200,0.501799165
75,11,6,318.265,336.228,334.301,302.75,303.808,267.473,272.341,306.415,269.342,327.112,267.473,4950,0.501799165
16,11,7,300.904,292.884,325.052,303.884,298.615,344.32,307.952,267.482,374.909,335.809,267.482,1232,0.501782281
70,9,15,303.755,303.266,282.482,359.304,268.5,304.628,325.166,267.485,301.097,341.948,267.485,9450,0.501776653
35,13,9,272.019,332.224,343.134,267.486,316.26,310.719,366.771,358.539,394.654,349.314,267.486,4095,0.501774777
84,13,6,335.786,324.957,293.076,273.212,297.471,279.185,297.234,267.487,281.579,281.736,267.487,6552,0.501772901
9,6,7,286.453,290.107,304.603,281.391,286.373,285.792,267.493,298.651,324.088,335.815,267.493,378,0.501761646
23,10,15,301.891,276.264,342.652,315.853,267.503,311.231,286.062,293.743,296.655,299.245,267.503,3450,0.501742889
29,5,10,305.076,300.319,303.979,295.388,322.785,304.839,267.516,302.384,331.077,292.204,267.516,1450,0.501718507
49,15,10,336.37,398.629,331.347,368.083,334.703,276.672,390.956,327.287,281.891,267.516,267.516,7350,0.501718507
9,16,16,335.963,279.89,338.598,340.456,276.728,352.558,349.604,267.521,321.28,319.116,267.521,2304,0.501709129
37,9,16,353.714,357.345,364.274,267.861,277.562,344.87,323.205,287.466,284.659,267.521,267.521,5328,0.501709129
54,4,14,318.997,376.529,309.632,312.242,287.507,275.991,279.405,301.923,267.535,301.509,267.535,3024,0.501682875
60,8,16,344.008,294.424,369.63,291.45,298.433,351.545,390.543,267.538,281.675,294.501,267.538,7680,0.50167725
31,6,5,365.923,306.551,388.959,350.044,304.181,302.959,322.545,267.545,326.873,283.016,267.545,930,0.501664124
17,16,4,297.553,275.111,387.046,331.972,281.472,324.223,404.15,277.247,267.567,287.594,267.567,1088,0.501622876
55,4,10,268.917,271.909,348.26,371.107,287.891,298.432,267.57,387.21,357.228,343.77,267.57,2200,0.501617252
28,6,13,381.509,313.177,304.119,393.843,375.877,347.683,289.878,303.566,301.045,267.573,267.573,2184,0.501611627
4,7,5,267.576,279.082,290.852,296.019,303.858,316.922,320.313,335.406,305.875,394.974,267.576,140,0.501606004
11,7,8,392.873,315.322,272.779,351.866,400.877,397.142,280.946,323.592,267.576,290.34,267.576,616,0.501606004
62,5,8,332.933,315.388,379.936,332.62,294.41,325.628,285.76,267.594,309.845,284.124,267.594,2480,0.501572262
84,8,8,267.609,313.521,324.474,304.77,317.576,310.805,307.405,288.283,302.867,282.742,267.609,5376,0.501544148
30,9,13,331.895,267.63,308.792,274.067,305.189,359.629,387.639,287.618,304.559,365.317,267.63,3510,0.501504794
60,13,12,392.503,327.551,292.677,361.014,270.261,283.041,267.761,267.632,361.198,269.431,267.632,9360,0.501501046
31,14,13,302.252,318.342,357.989,287.132,305.63,267.641,302.373,289.841,335.843,301.89,267.641,5642,0.501484182
33,15,16,295.477,314.799,350.14,375.636,293.098,374.713,332.805,267.642,352.889,365.086,267.642,7920,0.501482308
82,15,14,291.221,267.643,299.44,273.631,291.955,268.718,292.678,300.22,359.285,297.283,267.643,17220,0.501480435
27,10,16,267.645,312.906,359.405,342.244,292.295,277.104,354.633,346.158,333.23,315.406,267.645,4320,0.501476687
84,15,14,268.26,304.29,296.467,306.145,282.433,267.648,303.393,267.953,299.714,296.152,267.648,17640,0.501471066
23,12,15,276.216,286.538,267.651,310.923,324.127,292.558,290.508,287.616,298.219,276.872,267.651,4140,0.501465446
84,8,14,321.481,267.651,309.612,322.207,303.043,341.245,293.636,309.997,271.795,306.134,267.651,9408,0.501465446
56,16,5,314.688,302.485,338.291,272.973,267.652,361.324,296.901,300.783,378.137,271.35,267.652,4480,0.501463572
23,13,7,267.656,312.379,305.5,327.927,355.061,303.746,292.857,329.562,294.657,286.157,267.656,2093,0.501456078
30,7,7,393.862,267.659,396.806,303.448,295.909,303.442,308.546,346.856,296.904,310.486,267.659,1470,0.501450457
58,8,10,267.668,342.976,398.508,307.963,418.931,330.118,291.629,267.823,327.359,306.032,267.668,4640,0.501433597
7,14,13,278.102,341.663,284.081,276.045,270.746,391.067,279.42,285.369,267.673,278.618,267.673,1274,0.50142423
4,11,15,317.243,267.68,303.448,283.316,293.788,285.345,332.601,371.449,283.255,387.632,267.68,660,0.501411118
53,10,11,323.203,330.042,314.634,348.026,292.866,298.228,317.66,315.86,267.684,351.436,267.684,5830,0.501403625
83,9,8,299.826,307.891,309.656,301.475,288.669,267.91,268.967,302.753,287.344,267.684,267.684,5976,0.501403625
51,6,16,319.04,280.414,330.646,358.936,373.954,291.345,267.712,324.502,377.073,309.469,267.712,4896,0.501351183
84,14,14,349.146,267.721,272.054,303.055,268.841,301.027,300.85,297.408,298.157,299.51,267.721,16464,0.501334329
31,7,12,319.467,267.725,297.037,297.45,304.532,290.015,315.131,304.836,299.214,277.853,267.725,2604,0.501326839
30,16,6,296.455,304.416,307.085,290.729,303.559,331.34,267.726,384.751,283.782,347.7,267.726,2880,0.501324967
83,8,7,267.728,270.565,300.733,310.794,280.519,269.576,302.027,280.345,297.313,283.375,267.728,4648,0.501321222
26,7,5,283.451,346.535,301.447,360.074,267.729,341.69,297.559,352.705,291.87,387.771,267.729,910,0.501319349
119,15,7,289.008,330.94,293.548,348.722,351.503,284.237,295.154,304.061,271.617,267.73,267.73,12495,0.501317477
43,8,11,294.579,270.784,345.563,282.278,274.515,275.717,272.019,300.029,267.734,279.489,267.734,3784,0.501309987
27,8,11,323.429,274.47,273.209,274.304,271.142,267.736,394.189,287.319,338.647,348.098,267.736,2376,0.501306242
11,7,6,267.741,294.79,321.027,287.924,318.063,307.525,293.888,292.502,309.632,319.214,267.741,462,0.50129688
83,11,11,302.64,307.719,267.743,333.16,268.995,302.253,311.254,369.518,314.567,268.423,267.743,10043,0.501293136
42,5,16,278.972,267.756,301.022,282.709,294.524,278.387,324.891,364.006,277.296,268.601,267.756,3360,0.501268797
63,5,9,302.865,330.539,270.166,348.582,268.882,267.77,300.642,286.346,331.665,312.859,267.77,2835,0.501242589
28,5,12,342.701,267.796,300.116,305.527,320.561,291.07,330.763,316.336,302.024,327.91,267.796,1680,0.501193924
60,6,11,364.337,368.826,372.47,267.796,287.437,388.012,406.923,392.843,371.923,276.926,267.796,3960,0.501193924
37,5,9,280.464,308.795,267.798,271.345,282.764,334.038,358.713,395.036,372.794,358.738,267.798,1665,0.501190181
74,9,6,269.13,278.987,362.792,379.719,298.286,279.728,267.798,278.665,268.736,267.872,267.798,3996,0.501190181
122,12,7,373.026,361.074,329.395,375.096,388.57,267.798,295.426,331.831,334.463,340.307,267.798,10248,0.501190181
84,4,7,272.382,279.234,292.493,348.619,295.634,269.965,293.802,269.184,267.801,304.405,267.801,2352,0.501184566
31,4,6,316.425,273.062,295.358,340.76,267.808,365.893,334.592,321.035,283.733,303.562,267.808,744,0.501171466
62,4,12,320.814,362.766,288.796,314.739,368.696,295.133,360.396,267.81,276.286,327.216,267.81,2976,0.501167723
52,13,13,349.247,325.337,332.382,363.636,336.063,326.756,392.504,387.237,267.824,298.315,267.824,8788,0.501141526
38,7,5,286.543,293.37,374.463,267.846,278.59,288.746,293.482,324.24,345.506,268.824,267.846,1330,0.501100364
54,13,4,316.388,302.821,267.848,313.877,374.929,281.229,286.466,279.52,326.075,282.46,267.848,2808,0.501096622
22,6,9,388.755,308.959,392.707,326.59,327.955,267.85,388.463,304.472,389.263,320.416,267.85,1188,0.50109288
40,11,6,300.44,362.29,288.815,354.234,267.85,382.905,291.547,290.646,313.27,351.982,267.85,2640,0.50109288
80,11,11,376.104,315.462,367.522,295.453,267.85,318.492,309.794,295.047,303.371,292.389,267.85,9680,0.50109288
117,15,8,267.859,291.227,361.53,337.344,269.147,308.095,273.057,327.895,272.589,316.467,267.859,14040,0.501076044
10,14,10,271.257,321.773,308.122,299.079,267.871,312.122,311.689,274.922,303.107,307.78,267.871,1400,0.501053597
58,14,16,371.965,332.809,291.491,359.603,362.735,334.581,267.898,311.991,317.656,355.144,267.898,12992,0.501003098
5,8,8,324.272,331.413,305.416,298.287,341.708,292.568,345.569,298.351,267.9,299.343,267.9,320,0.500999358
83,8,10,273.558,273.508,315.873,341.056,267.914,312.587,305.533,299.622,306.075,296.179,267.914,6640,0.500973178
56,14,14,338.555,346.095,319.062,284.043,336.125,322.305,328.112,267.916,320.468,300.497,267.916,10976,0.500969438
7,10,14,331.574,357.065,331.817,286.099,267.924,332.091,332.446,317.608,345.747,278.962,267.924,980,0.50095448
119,14,12,300.811,276.967,269.204,293.56,319.961,336.806,359.89,290.883,267.943,299.126,267.943,19992,0.500918957
83,7,16,282.408,302.599,338.749,302.484,289.783,267.952,295.817,271.14,287.61,303.944,267.952,9296,0.500902132
10,16,13,339.085,267.968,271.501,286.485,310.481,268.342,338.865,308.49,345.746,305.101,267.968,2080,0.500872224
72,7,5,304.592,281.832,312.564,336.889,393.648,282.947,318.659,267.985,288.684,326.081,267.985,2520,0.50084045
56,4,14,288.566,318.979,386.797,268.009,304.759,282.466,283.949,357.791,396.576,294.934,268.009,3136,0.5007956
17,13,9,307.76,302.193,306.977,268.035,297.023,328.839,387.415,285.565,345.323,297.638,268.035,1989,0.500747022
50,12,16,300.229,276.249,271.594,312.086,343.237,268.035,277.03,294.895,286.584,332.274,268.035,9600,0.500747022
10,6,12,335.314,286.839,323.07,320.945,295.56,332.465,268.036,337.457,310.924,311.768,268.036,720,0.500745154
23,16,6,392.733,297.167,293.894,299.551,285.702,268.044,358.796,386.702,325.202,385.764,268.044,2208,0.500730208
55,7,15,300.789,291.283,367.046,289.531,281.572,289.984,273.958,268.045,350.865,279.74,268.045,5775,0.50072834
54,11,8,328.461,288.342,326.178,284.259,283.799,268.049,323.488,284.42,368.602,270.828,268.049,4752,0.500720868
11,4,4,285.755,312.116,268.059,283.103,278.713,320.38,300.83,275.505,290.345,338.471,268.059,176,0.500702189
37,6,5,274.784,281.512,398.799,346.13,343.109,291.326,271.287,343.34,384.725,268.059,268.059,1110,0.500702189
52,16,13,333.785,305.667,351.911,278.239,292.17,289.195,291.709,397.658,326.312,268.069,268.069,10816,0.500683511
84,14,4,275.124,291.131,271.427,297.685,268.069,276.281,297.95,275.13,273.109,293.737,268.069,4704,0.500683511
20,13,16,301.245,285.737,268.072,278.609,320.275,294.442,391.619,324.06,295.54,338.602,268.072,4160,0.500677907
84,15,10,297.668,310.228,313.299,300.051,268.616,296.297,268.08,301.44,289.832,297.763,268.08,12600,0.500662966
12,6,5,343.473,289.296,325.695,272.799,372.394,288.102,393.116,268.089,385.193,337.428,268.089,360,0.500646159
87,13,9,274.833,321.919,306.542,276.643,272.303,273.144,344.123,303.035,395.678,268.095,268.095,10179,0.500634954
36,4,6,393.965,380.587,380.5,363.929,386.914,328.247,268.775,332.798,268.122,304.736,268.122,864,0.50058454
68,15,6,268.129,301.663,323.382,270.322,272.748,311.105,350.568,331.747,286.52,283.474,268.129,6120,0.500571471
82,16,7,314.255,324.146,268.161,327.194,273.912,300.889,271.226,297.052,287.638,297.822,268.161,9184,0.500511737
18,6,13,268.186,331.979,332.172,358.894,364.246,309.144,340.751,355.051,315.137,344.133,268.186,1404,0.50046508
73,15,4,302.678,269.008,268.193,289.421,334.053,292.215,301.752,274.707,278.917,311.06,268.193,4380,0.500452018
84,7,16,298.244,268.2,292.168,270.748,302.05,303.688,335.885,302.047,298.989,268.506,268.2,9408,0.500438956
126,8,13,368.38,393.139,295.093,346.204,284.826,297.35,304.784,269.368,268.216,293.321,268.216,13104,0.500409103
51,13,15,268.217,268.929,335.273,380.967,294.33,292.111,380.571,291.96,393.952,329.85,268.217,9945,0.500407237
83,14,16,330.056,268.224,302.887,340.829,317.965,290.293,300.244,304.838,303.623,297.932,268.224,18592,0.500394178
56,8,15,268.236,306.928,278.062,303.203,312.484,307.633,305.316,394.121,300.171,317.763,268.236,6720,0.500371792
24,13,16,300.66,306.63,379.37,285.315,320.861,380.121,279.136,268.252,285.235,286.754,268.252,4992,0.500341947
31,7,7,346.887,299.515,309.602,317.585,299.137,319.019,308.379,349.128,280.09,268.255,268.255,1519,0.500336352
83,4,7,292.958,313.851,268.263,291.614,290.17,290.994,292.912,293.097,311.507,336.305,268.263,2324,0.500321431
31,6,13,295.96,277.043,343.063,292.272,292.189,295.385,316.693,340.287,300.986,268.264,268.264,2418,0.500319566
15,5,8,346.64,280.679,274.418,271.65,362.001,304.343,392.112,268.276,295.564,293.676,268.276,600,0.500297186
12,6,10,285.846,378.45,298.636,369.622,382.014,290.227,351.402,319.864,268.288,344.443,268.288,720,0.500274809
11,14,8,268.956,272.801,268.293,268.599,278.253,274.829,331.032,363.517,280.107,304.754,268.293,1232,0.500265486
12,11,13,268.298,299.005,275.907,271.562,286.002,275.947,277.922,332.882,342.19,296.568,268.298,1716,0.500256163
36,12,12,342.388,287.927,378.764,394.687,319.642,393.136,268.303,313.53,309.67,331.875,268.303,5184,0.50024684
18,11,16,331.83,295.101,307.464,268.31,306.917,357.057,328.181,307.93,318.788,274.621,268.31,3168,0.500233789
11,9,13,280.298,388.318,268.312,348.093,289.978,327.117,292.906,336.105,321.085,334.445,268.312,1287,0.500230061
30,16,11,393.842,338.84,376.936,390.112,305.916,268.33,306.372,268.974,309.057,319.753,268.33,5280,0.500196504
5,9,10,290.857,365.725,387.014,319.392,284.766,298.414,274.658,268.763,317.998,268.342,268.342,450,0.500174136
14,13,13,371.059,336.831,323.438,268.351,386.509,391.843,323.553,392.216,337.302,320.541,268.351,2366,0.500157361
30,14,16,268.395,303.484,343.019,357.063,325.555,274.011,377.445,268.373,322.774,325.783,268.373,6720,0.50011636
51,9,11,325.923,299.691,268.382,269.292,274.434,270.325,303.84,393.859,305.187,320.686,268.382,5049,0.500099589
56,8,10,304.359,391.431,392.171,335.626,358.643,367.945,318.706,297.456,268.382,360.123,268.382,4480,0.500099589
84,13,5,290.005,271.913,313.019,304.849,272.326,299.855,268.384,298.992,304.79,295.283,268.384,5460,0.500095863
5,8,15,289.895,346.94,302.955,311.52,289.354,331.982,392.88,325.389,268.389,294.581,268.389,600,0.500086546
18,16,5,295.364,309.405,299.435,290.43,337.147,286.048,393.302,286.528,338.068,268.392,268.392,1440,0.500080956
60,12,16,268.398,315.075,368.993,280.423,318.047,391.156,398.832,355.859,301.948,275.341,268.398,11520,0.500069777
22,14,9,321.948,271.694,311.488,268.402,292.202,295.346,282.163,299.41,321.061,288.982,268.402,2772,0.500062324
31,12,4,304.212,328.999,323.154,292.391,319.91,274.474,299.041,275.145,295.813,268.409,268.409,1488,0.500049283
10,9,6,282.941,296.787,268.41,332.067,281.79,303.7,278.649,312.608,284.671,318.196,268.41,540,0.50004742
22,15,4,291.92,270.538,288.801,288.174,360.87,359.476,381.428,282.82,313.187,268.412,268.412,1320,0.500043694
52,15,13,390.087,268.432,270.803,356.761,281.142,387.746,322.709,298.985,323.895,388.68,268.432,10140,0.500006437
107,11,9,396.355,344.705,297.882,313.711,306.059,278.678,271.339,304.28,268.434,374.696,268.434,10593,0.500002712
82,16,13,302.365,294.374,291.546,300.516,268.435,294.333,269.079,302.927,270.964,295.342,268.435,17056,0.500000849
7,13,4,271.794,380.826,353.575,268.705,359.316,279.52,268.438,392.428,365.087,334.68,268.438,364,0.499995261
83,10,8,293.553,272.047,313.185,301.51,334.311,372.925,336.913,307.229,268.45,294.076,268.45,6640,0.499972911
12,7,5,301.456,268.455,294.493,313.56,386.46,351.241,288.736,388.925,292.842,339.616,268.455,420,0.499963599
84,11,14,274.528,301.496,291.509,298.622,268.461,295.159,273.59,292.404,298.162,304.624,268.461,12936,0.499952425
47,9,7,356.004,298.178,268.486,382.751,323.647,354.957,311.572,283.231,341.669,333.974,268.486,2961,0.499905872
10,16,11,279.308,285.439,319.421,310.054,305.027,313.511,268.487,275.946,302.819,324.907,268.487,1760,0.49990401
9,4,8,293.981,271.242,272.748,337.098,268.491,333.067,356.972,339.402,301.358,297.674,268.491,288,0.499896563
57,10,16,293.985,289.09,283.631,316.091,268.494,360.613,306.38,362.156,349.54,327.441,268.494,9120,0.499890977
46,6,6,322.599,319.957,391.009,284.206,304.86,268.498,396.059,326.298,382.03,362.674,268.498,1656,0.49988353
84,11,8,268.506,301.905,365.877,370.035,389.468,333.828,350.618,361.876,300.935,284.517,268.506,7392,0.499868636
23,15,13,312.295,333.953,289.759,334.438,315.374,296.027,268.512,324.952,332.974,304.013,268.512,4485,0.499857466
58,13,15,268.514,291.057,271.37,312.384,290.436,274.703,317.795,298.52,338.296,413.353,268.514,11310,0.499853743
84,12,7,275.28,295.857,268.538,324.241,298.296,289.012,310.936,284.299,282.923,289.337,268.538,7056,0.49980907
26,13,12,321.459,345.862,275.974,364.498,283.949,270.86,390.561,281.822,297.108,268.54,268.54,4056,0.499805347
121,12,13,277.649,305.362,279.984,286.099,305.66,298.737,268.578,292.303,271.24,277.051,268.578,18876,0.499734632
62,11,14,344.222,357.132,396.988,345.483,316.912,268.582,307.719,387.328,320.202,330.71,268.582,9548,0.499727189
83,10,13,309.849,332.014,299.069,369.834,292.475,293.008,268.593,306.345,300.076,297.294,268.593,10790,0.499706724
84,11,9,268.612,349.042,301.332,337.05,366.852,304.325,272.12,270.504,318.253,271.009,268.612,8316,0.499671377
66,9,12,295.722,268.614,343.347,319.096,366.268,317.738,300.736,361.696,270.264,329.865,268.614,7128,0.499667657
65,15,9,332.851,281.781,333.688,268.617,334.385,320.926,366.695,285.922,287.418,288.635,268.617,8775,0.499662076
56,6,11,311.013,268.619,305.261,297.519,397.051,339.478,331.702,272.629,296.824,326.224,268.619,3696,0.499658356
18,11,12,302.793,321.533,293.43,388.016,305.031,309.426,272.867,268.648,333.109,308.081,268.648,2376,0.499604419
25,10,10,353.753,296.305,390.848,297.954,307.974,394.254,387.253,386.713,336.988,268.648,268.648,2500,0.499604419
19,8,4,359.578,375.314,291.765,383.143,268.652,336.774,269.481,308.749,289.677,283.264,268.652,608,0.49959698
83,16,7,275.589,322.113,282.941,301.769,268.653,313.577,283.789,298.923,298.086,278.772,268.653,9296,0.499595121
34,12,14,327.867,415.521,305.169,282.37,268.677,276.571,302.694,347.84,382.211,269.574,268.677,5712,0.499550494
63,6,8,274.992,270.977,268.677,288.336,361.398,310.217,356.912,282.562,372.411,325.398,268.677,3024,0.499550494
128,10,14,329.364,293.086,268.68,312.114,386.5,308.523,314.59,290.731,278.046,287.52,268.68,17920,0.499544916
83,10,15,351.457,303.947,286.824,369.746,271.711,323.399,273.356,302.212,268.701,302.022,268.701,12450,0.499505875
63,9,14,311.791,324.51,270.285,269.342,381.751,268.705,353.169,344.476,385.306,311.486,268.705,7938,0.499498439
62,15,14,336.293,397.867,308.327,361.159,269.91,344.276,268.711,284.661,368.429,321.428,268.711,13020,0.499487286
7,5,6,268.714,342.122,313.856,286.46,344.697,284.515,268.84,333.696,295.784,372.875,268.714,210,0.499481709
10,6,15,348.757,286.601,335.421,330.099,391.095,393.275,336.883,299.46,268.723,284.505,268.723,900,0.499464981
84,6,4,284.698,319.074,272.634,324.474,309.901,290.92,294.374,317.573,268.724,292.986,268.724,2016,0.499463122
83,15,15,320.865,296.164,329.62,329.055,268.726,298.058,299.256,351.892,295.606,392.574,268.726,18675,0.499459405
83,9,11,313.752,275.466,294.392,312.98,283.752,284.653,303.359,268.733,306.676,350.357,268.733,8217,0.499446395
12,13,5,340.571,273.113,324.79,324.172,268.745,375.726,297.774,269.501,282.105,315.296,268.745,780,0.499424093
78,5,6,300.868,293.114,274.399,270.21,378.975,274.318,312.073,316.842,304.47,268.749,268.749,2340,0.49941666
52,7,14,268.755,393.27,274.65,384.19,321.038,271.091,320.777,282.599,289.399,367.74,268.755,5096,0.499405511
23,13,12,268.756,296.753,320.403,294.513,307.514,348.565,328.292,347.653,296.56,302.895,268.756,3588,0.499403652
15,4,12,358.458,268.76,295.084,310.039,273.116,319.635,284.422,356.885,297.641,339.399,268.76,720,0.49939622
28,13,7,337.39,289.738,327.282,314.495,281.433,308.263,268.768,303.555,315.252,282.73,268.768,2548,0.499381355
48,14,5,268.777,382.556,284.539,273.639,353.088,309.071,323.35,329.39,292.332,298.655,268.777,3360,0.499364633
64,6,11,309.033,372.248,360.139,348.983,310.257,284.755,343.922,314.022,360.023,268.777,268.777,4224,0.499364633
44,13,4,282.254,347.148,277.602,285.315,268.79,280.395,392.587,347.211,271.582,346.402,268.79,2288,0.499340481
10,9,12,268.793,361.075,276.099,329.289,303.352,303.436,304.36,306.571,333.249,330.112,268.793,1080,0.499334908
7,10,12,304.167,389.653,366.992,268.797,365.038,347.511,271.962,290.874,340.006,301.261,268.797,840,0.499327478
119,11,15,268.799,301.098,279.839,289.359,271.735,316.226,270.639,300.175,354.025,296.6,268.799,19635,0.499323762
82,16,16,322.349,294.162,332.021,303.411,313.676,312.589,319.167,271.793,313.356,268.803,268.803,20992,0.499316332
62,12,9,359.053,335.485,295.018,335.696,426.51,269.111,291.463,387.705,268.815,292.231,268.815,6696,0.499294042
116,7,5,338.09,349.145,268.817,279.409,306.097,370.876,328.507,331.328,318.319,273.849,268.817,4060,0.499290328
62,7,8,269.086,273.686,327.93,280.487,281.01,275.771,268.821,280.892,394.576,339.762,268.821,3472,0.499282898
27,16,12,310.101,315.67,342.392,340.531,269.386,309.973,291.614,274.241,268.824,286.182,268.824,5184,0.499277326
15,11,13,268.835,282.93,333.516,383.899,289.594,349.898,334.219,389.718,399.707,302.973,268.835,2145,0.499256897
28,13,14,270.393,319.546,268.84,280.489,281.114,313.932,324.409,353.091,305.561,308.298,268.84,5096,0.499247612
24,5,7,305.358,326.352,276.96,301.209,279.104,283.233,306.861,268.844,291.403,289.724,268.844,840,0.499240184
24,10,7,295.558,368.258,284.338,301.244,278.231,270.049,358.548,296.252,292.751,268.847,268.847,1680,0.499234613
66,6,7,268.851,276.682,382.079,356.231,388.378,384.361,270.969,380.468,348.162,342.136,268.851,2772,0.499227185
56,5,16,304.434,301.501,303.798,329.892,337.27,355.444,380.916,387.525,288.536,268.852,268.852,4480,0.499225328
31,7,8,268.862,308.375,279.264,285.733,302.925,305.151,331.181,303.453,274.849,302.628,268.862,1736,0.49920676
4,13,12,304.453,293.836,327.252,283.268,390.923,268.864,270.112,330.711,364.429,320.891,268.864,624,0.499203047
30,12,12,303.381,293.945,308.168,305.936,295.608,268.88,365.065,353.255,380.876,311.384,268.88,4320,0.499173341
11,6,16,294.531,268.884,365.501,389.579,329.098,357.055,407.51,394.847,274.917,319.568,268.884,1056,0.499165915
52,7,15,325.717,294.628,362.042,279.304,293.726,310.066,268.891,290.073,273.459,393.974,268.891,5460,0.499152921
29,15,8,342.857,268.903,331.201,313.973,387.069,305.911,335.32,304.445,303.519,304.203,268.903,3480,0.499130646
10,14,13,331.482,292.339,302.332,268.941,342.144,336.771,289.151,271.509,284.73,281.455,268.941,1820,0.499060121
53,13,15,290.475,333.701,391.979,319.587,355.933,299.839,300.688,268.943,272.952,325.416,268.943,10335,0.49905641
55,8,9,338.389,268.951,270.512,362.433,326.118,296.96,315.319,293.008,321.08,349.688,268.951,3960,0.499041565
57,12,5,299.422,293.236,309.724,297.638,294.592,325.197,306.387,284.096,316.827,268.952,268.952,3420,0.49903971
54,5,9,383.715,311.711,289.973,334.632,300.606,306.56,305.568,282.184,268.958,284.101,268.958,2430,0.499028577
23,7,6,268.962,292.14,312.604,295.008,315.52,305.328,315.666,357.632,365.687,296.335,268.962,966,0.499021155
29,13,7,272.647,293.574,302.463,268.964,288.472,306.372,328.955,352.231,336.546,309.147,268.964,2639,0.499017445
