Tm,Tr,Tc,Kernel Time,GFLOPS
79,13,16,2.818,47.62871824
80,16,12,2.818,47.62871824
83,15,16,2.818,47.62871824
84,10,14,2.818,47.62871824
84,13,7,2.818,47.62871824
90,4,9,2.818,47.62871824
99,13,15,2.818,47.62871824
103,15,14,2.818,47.62871824
104,15,16,2.818,47.62871824
113,6,6,2.818,47.62871824
114,5,11,2.818,47.62871824
118,12,12,2.818,47.62871824
122,11,6,2.818,47.62871824
123,8,6,2.818,47.62871824
125,10,10,2.818,47.62871824
125,13,8,2.818,47.62871824
127,11,16,2.818,47.62871824
26,10,13,2.819,47.61182263
33,11,15,2.819,47.61182263
34,15,13,2.819,47.61182263
36,8,11,2.819,47.61182263
38,11,9,2.819,47.61182263
40,10,12,2.819,47.61182263
40,13,8,2.819,47.61182263
40,14,9,2.819,47.61182263
45,9,14,2.819,47.61182263
46,8,7,2.819,47.61182263
51,6,12,2.819,47.61182263
55,4,10,2.819,47.61182263
55,10,14,2.819,47.61182263
56,16,15,2.819,47.61182263
58,14,6,2.819,47.61182263
61,10,15,2.819,47.61182263
62,10,12,2.819,47.61182263
63,10,13,2.819,47.61182263
65,14,14,2.819,47.61182263
70,4,15,2.819,47.61182263
71,9,5,2.819,47.61182263
71,14,5,2.819,47.61182263
73,5,12,2.819,47.61182263
73,12,4,2.819,47.61182263
76,10,4,2.819,47.61182263
78,12,12,2.819,47.61182263
81,13,4,2.819,47.61182263
81,14,4,2.819,47.61182263
83,4,10,2.819,47.61182263
83,4,11,2.819,47.61182263
85,5,8,2.819,47.61182263
89,7,15,2.819,47.61182263
97,5,8,2.819,47.61182263
99,5,9,2.819,47.61182263
99,5,10,2.819,47.61182263
99,6,6,2.819,47.61182263
102,15,8,2.819,47.61182263
103,7,6,2.819,47.61182263
108,4,15,2.819,47.61182263
110,13,4,2.819,47.61182263
112,4,12,2.819,47.61182263
116,15,6,2.819,47.61182263
117,10,13,2.819,47.61182263
117,13,14,2.819,47.61182263
119,15,5,2.819,47.61182263
124,16,12,2.819,47.61182263
125,8,15,2.819,47.61182263
20,16,6,2.82,47.59493901
34,14,14,2.82,47.59493901
36,12,11,2.82,47.59493901
38,10,8,2.82,47.59493901
39,8,14,2.82,47.59493901
39,12,8,2.82,47.59493901
42,9,9,2.82,47.59493901
44,12,4,2.82,47.59493901
46,12,6,2.82,47.59493901
49,10,12,2.82,47.59493901
49,12,16,2.82,47.59493901
53,6,11,2.82,47.59493901
56,13,9,2.82,47.59493901
76,5,14,2.82,47.59493901
78,13,11,2.82,47.59493901
82,11,4,2.82,47.59493901
85,6,7,2.82,47.59493901
85,14,13,2.82,47.59493901
88,5,10,2.82,47.59493901
89,14,11,2.82,47.59493901
90,4,13,2.82,47.59493901
93,15,7,2.82,47.59493901
95,4,15,2.82,47.59493901
96,5,13,2.82,47.59493901
98,12,4,2.82,47.59493901
101,9,5,2.82,47.59493901
102,11,6,2.82,47.59493901
102,14,12,2.82,47.59493901
103,12,13,2.82,47.59493901
109,6,15,2.82,47.59493901
110,11,4,2.82,47.59493901
115,11,6,2.82,47.59493901
116,4,13,2.82,47.59493901
116,7,11,2.82,47.59493901
117,14,8,2.82,47.59493901
118,6,13,2.82,47.59493901
119,10,15,2.82,47.59493901
120,12,10,2.82,47.59493901
127,15,6,2.82,47.59493901
18,16,7,2.821,47.57806735
26,10,12,2.821,47.57806735
33,15,13,2.821,47.57806735
37,6,16,2.821,47.57806735
44,14,15,2.821,47.57806735
44,15,8,2.821,47.57806735
45,10,14,2.821,47.57806735
48,10,6,2.821,47.57806735
48,15,12,2.821,47.57806735
50,16,12,2.821,47.57806735
57,14,9,2.821,47.57806735
61,13,10,2.821,47.57806735
64,5,10,2.821,47.57806735
70,4,9,2.821,47.57806735
70,4,14,2.821,47.57806735
72,13,4,2.821,47.57806735
77,4,10,2.821,47.57806735
77,10,5,2.821,47.57806735
77,15,16,2.821,47.57806735
78,14,10,2.821,47.57806735
80,5,11,2.821,47.57806735
85,16,15,2.821,47.57806735
87,11,4,2.821,47.57806735
90,13,11,2.821,47.57806735
91,11,15,2.821,47.57806735
92,4,10,2.821,47.57806735
96,10,4,2.821,47.57806735
101,15,12,2.821,47.57806735
104,15,12,2.821,47.57806735
107,4,10,2.821,47.57806735
111,7,13,2.821,47.57806735
111,11,16,2.821,47.57806735
112,14,12,2.821,47.57806735
114,11,5,2.821,47.57806735
114,14,10,2.821,47.57806735
116,9,4,2.821,47.57806735
120,4,10,2.821,47.57806735
120,15,8,2.821,47.57806735
124,7,9,2.821,47.57806735
124,12,16,2.821,47.57806735
128,13,14,2.821,47.57806735
30,4,16,2.822,47.56120765
35,10,10,2.822,47.56120765
38,14,8,2.822,47.56120765
38,14,10,2.822,47.56120765
44,8,4,2.822,47.56120765
46,15,13,2.822,47.56120765
46,15,15,2.822,47.56120765
51,12,11,2.822,47.56120765
59,7,10,2.822,47.56120765
66,4,13,2.822,47.56120765
68,6,6,2.822,47.56120765
73,16,14,2.822,47.56120765
78,16,13,2.822,47.56120765
83,5,9,2.822,47.56120765
85,10,4,2.822,47.56120765
91,4,13,2.822,47.56120765
96,10,5,2.822,47.56120765
98,13,14,2.822,47.56120765
100,12,5,2.822,47.56120765
101,13,13,2.822,47.56120765
102,15,7,2.822,47.56120765
112,4,11,2.822,47.56120765
115,12,7,2.822,47.56120765
122,7,15,2.822,47.56120765
16,11,8,2.823,47.5443599
18,15,16,2.823,47.5443599
32,15,8,2.823,47.5443599
32,15,9,2.823,47.5443599
32,15,14,2.823,47.5443599
44,11,14,2.823,47.5443599
45,15,14,2.823,47.5443599
52,7,11,2.823,47.5443599
59,11,6,2.823,47.5443599
60,6,14,2.823,47.5443599
61,8,6,2.823,47.5443599
61,12,14,2.823,47.5443599
62,12,8,2.823,47.5443599
67,7,6,2.823,47.5443599
72,13,12,2.823,47.5443599
73,13,15,2.823,47.5443599
77,6,7,2.823,47.5443599
83,13,12,2.823,47.5443599
85,5,9,2.823,47.5443599
85,5,15,2.823,47.5443599
88,13,15,2.823,47.5443599
90,14,12,2.823,47.5443599
90,15,11,2.823,47.5443599
96,14,14,2.823,47.5443599
97,6,13,2.823,47.5443599
98,4,8,2.823,47.5443599
106,13,5,2.823,47.5443599
108,5,14,2.823,47.5443599
110,11,5,2.823,47.5443599
110,12,11,2.823,47.5443599
112,11,10,2.823,47.5443599
115,4,12,2.823,47.5443599
118,9,4,2.823,47.5443599
119,4,9,2.823,47.5443599
124,8,13,2.823,47.5443599
124,10,16,2.823,47.5443599
126,16,7,2.823,47.5443599
128,12,12,2.823,47.5443599
24,13,9,2.824,47.52752408
33,8,14,2.824,47.52752408
50,13,9,2.824,47.52752408
51,13,13,2.824,47.52752408
59,14,6,2.824,47.52752408
63,16,12,2.824,47.52752408
64,11,5,2.824,47.52752408
70,12,12,2.824,47.52752408
71,4,15,2.824,47.52752408
73,4,9,2.824,47.52752408
78,4,7,2.824,47.52752408
85,11,16,2.824,47.52752408
88,5,11,2.824,47.52752408
90,12,5,2.824,47.52752408
90,13,7,2.824,47.52752408
96,4,15,2.824,47.52752408
96,6,6,2.824,47.52752408
96,7,14,2.824,47.52752408
102,15,6,2.824,47.52752408
104,7,7,2.824,47.52752408
107,15,4,2.824,47.52752408
114,12,4,2.824,47.52752408
117,11,15,2.824,47.52752408
26,10,9,2.825,47.51070018
28,10,12,2.825,47.51070018
32,13,14,2.825,47.51070018
39,12,11,2.825,47.51070018
48,12,12,2.825,47.51070018
49,10,6,2.825,47.51070018
55,13,13,2.825,47.51070018
58,9,6,2.825,47.51070018
65,5,8,2.825,47.51070018
68,7,6,2.825,47.51070018
70,11,13,2.825,47.51070018
73,5,14,2.825,47.51070018
80,5,13,2.825,47.51070018
84,13,6,2.825,47.51070018
88,7,15,2.825,47.51070018
89,7,13,2.825,47.51070018
89,15,7,2.825,47.51070018
90,16,14,2.825,47.51070018
98,14,6,2.825,47.51070018
102,11,15,2.825,47.51070018
109,9,5,2.825,47.51070018
116,14,10,2.825,47.51070018
117,13,11,2.825,47.51070018
118,4,10,2.825,47.51070018
119,11,7,2.825,47.51070018
120,15,7,2.825,47.51070018
122,14,13,2.825,47.51070018
124,11,14,2.825,47.51070018
124,15,16,2.825,47.51070018
125,15,12,2.825,47.51070018
21,9,16,2.826,47.49388818
28,10,9,2.826,47.49388818
42,11,9,2.826,47.49388818
45,14,16,2.826,47.49388818
46,10,14,2.826,47.49388818
46,14,7,2.826,47.49388818
62,8,10,2.826,47.49388818
72,15,10,2.826,47.49388818
77,11,4,2.826,47.49388818
79,7,11,2.826,47.49388818
89,8,5,2.826,47.49388818
95,11,5,2.826,47.49388818
97,4,12,2.826,47.49388818
97,14,16,2.826,47.49388818
98,11,15,2.826,47.49388818
102,15,13,2.826,47.49388818
108,15,13,2.826,47.49388818
109,15,6,2.826,47.49388818
112,7,9,2.826,47.49388818
116,16,16,2.826,47.49388818
30,9,9,2.827,47.47708808
33,9,13,2.827,47.47708808
36,13,10,2.827,47.47708808
43,9,14,2.827,47.47708808
48,12,13,2.827,47.47708808
51,12,14,2.827,47.47708808
52,12,15,2.827,47.47708808
58,12,12,2.827,47.47708808
62,12,10,2.827,47.47708808
65,12,5,2.827,47.47708808
65,15,6,2.827,47.47708808
66,14,7,2.827,47.47708808
69,4,9,2.827,47.47708808
76,5,11,2.827,47.47708808
96,8,6,2.827,47.47708808
104,6,14,2.827,47.47708808
110,5,11,2.827,47.47708808
112,15,6,2.827,47.47708808
115,4,8,2.827,47.47708808
117,12,7,2.827,47.47708808
121,7,14,2.827,47.47708808
124,7,8,2.827,47.47708808
34,14,12,2.828,47.46029986
36,14,8,2.828,47.46029986
37,10,10,2.828,47.46029986
37,16,14,2.828,47.46029986
41,11,9,2.828,47.46029986
51,8,15,2.828,47.46029986
60,6,9,2.828,47.46029986
62,12,11,2.828,47.46029986
67,5,9,2.828,47.46029986
76,14,16,2.828,47.46029986
85,9,5,2.828,47.46029986
97,15,7,2.828,47.46029986
102,7,7,2.828,47.46029986
103,7,7,2.828,47.46029986
108,5,8,2.828,47.46029986
122,6,11,2.828,47.46029986
123,16,11,2.828,47.46029986
125,6,12,2.828,47.46029986
125,11,9,2.828,47.46029986
29,16,7,2.829,47.44352351
45,14,15,2.829,47.44352351
47,11,6,2.829,47.44352351
48,14,13,2.829,47.44352351
49,13,11,2.829,47.44352351
50,8,15,2.829,47.44352351
51,14,13,2.829,47.44352351
52,11,7,2.829,47.44352351
73,4,14,2.829,47.44352351
76,7,4,2.829,47.44352351
96,7,12,2.829,47.44352351
101,7,6,2.829,47.44352351
103,7,15,2.829,47.44352351
111,11,13,2.829,47.44352351
118,13,4,2.829,47.44352351
119,8,5,2.829,47.44352351
120,9,16,2.829,47.44352351
123,14,8,2.829,47.44352351
123,16,12,2.829,47.44352351
31,16,7,2.83,47.42675901
32,8,10,2.83,47.42675901
39,15,8,2.83,47.42675901
39,15,9,2.83,47.42675901
42,16,16,2.83,47.42675901
43,8,9,2.83,47.42675901
43,15,15,2.83,47.42675901
48,15,8,2.83,47.42675901
51,12,12,2.83,47.42675901
73,14,13,2.83,47.42675901
82,5,10,2.83,47.42675901
91,13,14,2.83,47.42675901
100,11,14,2.83,47.42675901
101,7,15,2.83,47.42675901
101,8,5,2.83,47.42675901
113,5,9,2.83,47.42675901
118,12,4,2.83,47.42675901
121,15,13,2.83,47.42675901
122,7,13,2.83,47.42675901
123,6,8,2.83,47.42675901
124,11,9,2.83,47.42675901
127,13,7,2.83,47.42675901
32,14,13,2.831,47.41000636
32,14,15,2.831,47.41000636
33,13,14,2.831,47.41000636
36,8,8,2.831,47.41000636
41,8,10,2.831,47.41000636
48,12,6,2.831,47.41000636
49,16,16,2.831,47.41000636
50,14,16,2.831,47.41000636
52,9,7,2.831,47.41000636
60,15,15,2.831,47.41000636
64,13,14,2.831,47.41000636
67,4,12,2.831,47.41000636
72,7,15,2.831,47.41000636
74,13,5,2.831,47.41000636
90,7,7,2.831,47.41000636
96,14,7,2.831,47.41000636
101,15,5,2.831,47.41000636
125,10,14,2.831,47.41000636
127,9,7,2.831,47.41000636
28,9,10,2.832,47.39326554
37,16,6,2.832,47.39326554
39,11,9,2.832,47.39326554
45,8,13,2.832,47.39326554
53,6,14,2.832,47.39326554
75,5,12,2.832,47.39326554
81,4,6,2.832,47.39326554
92,8,5,2.832,47.39326554
95,15,14,2.832,47.39326554
97,13,14,2.832,47.39326554
98,4,12,2.832,47.39326554
103,10,4,2.832,47.39326554
117,4,13,2.832,47.39326554
36,9,13,2.833,47.37653653
42,16,12,2.833,47.37653653
43,10,13,2.833,47.37653653
47,6,11,2.833,47.37653653
63,12,16,2.833,47.37653653
77,16,13,2.833,47.37653653
86,4,14,2.833,47.37653653
98,7,12,2.833,47.37653653
104,5,8,2.833,47.37653653
112,7,6,2.833,47.37653653
114,6,6,2.833,47.37653653
122,15,6,2.833,47.37653653
27,16,5,2.834,47.35981934
30,11,16,2.834,47.35981934
33,12,9,2.834,47.35981934
33,12,10,2.834,47.35981934
47,11,7,2.834,47.35981934
51,7,8,2.834,47.35981934
56,11,11,2.834,47.35981934
56,11,12,2.834,47.35981934
57,16,14,2.834,47.35981934
63,14,16,2.834,47.35981934
64,7,6,2.834,47.35981934
64,12,6,2.834,47.35981934
72,9,4,2.834,47.35981934
73,4,12,2.834,47.35981934
73,13,5,2.834,47.35981934
82,4,9,2.834,47.35981934
86,5,14,2.834,47.35981934
86,10,15,2.834,47.35981934
98,14,16,2.834,47.35981934
100,5,13,2.834,47.35981934
103,4,9,2.834,47.35981934
118,4,13,2.834,47.35981934
30,8,10,2.835,47.34311393
37,16,11,2.835,47.34311393
41,8,11,2.835,47.34311393
47,7,13,2.835,47.34311393
47,15,6,2.835,47.34311393
53,6,8,2.835,47.34311393
80,5,12,2.835,47.34311393
80,12,5,2.835,47.34311393
85,15,12,2.835,47.34311393
92,15,12,2.835,47.34311393
95,12,4,2.835,47.34311393
123,11,10,2.835,47.34311393
125,10,15,2.835,47.34311393
21,16,6,2.836,47.32642031
26,14,12,2.836,47.32642031
40,9,10,2.836,47.32642031
41,4,16,2.836,47.32642031
49,6,11,2.836,47.32642031
71,4,12,2.836,47.32642031
77,13,14,2.836,47.32642031
78,9,5,2.836,47.32642031
94,15,4,2.836,47.32642031
102,9,4,2.836,47.32642031
116,8,5,2.836,47.32642031
122,4,10,2.836,47.32642031
23,11,11,2.837,47.30973846
26,14,8,2.837,47.30973846
39,11,14,2.837,47.30973846
43,6,11,2.837,47.30973846
79,7,7,2.837,47.30973846
97,5,12,2.837,47.30973846
101,14,16,2.837,47.30973846
12,9,16,2.838,47.29306836
35,10,8,2.838,47.29306836
37,12,10,2.838,47.29306836
42,12,8,2.838,47.29306836
54,4,9,2.838,47.29306836
70,14,12,2.838,47.29306836
77,8,4,2.838,47.29306836
93,5,15,2.838,47.29306836
97,15,15,2.838,47.29306836
110,14,13,2.838,47.29306836
114,6,7,2.838,47.29306836
117,13,6,2.838,47.29306836
123,6,13,2.838,47.29306836
123,15,9,2.838,47.29306836
124,16,14,2.838,47.29306836
125,7,12,2.838,47.29306836
14,16,8,2.839,47.27641
27,9,11,2.839,47.27641
33,11,14,2.839,47.27641
35,14,8,2.839,47.27641
37,8,8,2.839,47.27641
66,4,12,2.839,47.27641
102,15,10,2.839,47.27641
109,15,16,2.839,47.27641
21,6,16,2.84,47.25976338
26,9,11,2.84,47.25976338
33,14,13,2.84,47.25976338
37,14,10,2.84,47.25976338
37,16,12,2.84,47.25976338
46,6,13,2.84,47.25976338
72,13,15,2.84,47.25976338
91,10,5,2.84,47.25976338
98,13,15,2.84,47.25976338
124,12,10,2.84,47.25976338
10,16,12,2.841,47.24312848
22,10,11,2.841,47.24312848
44,12,15,2.841,47.24312848
47,4,8,2.841,47.24312848
47,7,12,2.841,47.24312848
91,4,9,2.841,47.24312848
102,6,11,2.841,47.24312848
105,5,13,2.841,47.24312848
110,14,14,2.841,47.24312848
118,13,15,2.841,47.24312848
23,11,10,2.842,47.22650528
28,16,5,2.842,47.22650528
50,10,14,2.842,47.22650528
52,13,6,2.842,47.22650528
88,15,5,2.842,47.22650528
90,12,14,2.842,47.22650528
96,4,8,2.842,47.22650528
96,11,14,2.842,47.22650528
29,16,16,2.843,47.20989377
38,16,4,2.843,47.20989377
41,10,14,2.843,47.20989377
43,12,13,2.843,47.20989377
43,16,14,2.843,47.20989377
63,10,11,2.843,47.20989377
64,13,5,2.843,47.20989377
69,4,15,2.843,47.20989377
75,12,5,2.843,47.20989377
79,4,13,2.843,47.20989377
85,12,14,2.843,47.20989377
26,10,14,2.844,47.19329395
72,4,15,2.844,47.19329395
76,12,13,2.844,47.19329395
94,4,14,2.844,47.19329395
96,5,10,2.844,47.19329395
111,6,15,2.844,47.19329395
123,9,7,2.844,47.19329395
22,13,11,2.845,47.1767058
46,6,14,2.845,47.1767058
83,7,6,2.845,47.1767058
92,4,13,2.845,47.1767058
97,5,9,2.845,47.1767058
98,8,4,2.845,47.1767058
107,15,5,2.845,47.1767058
118,13,6,2.845,47.1767058
119,9,7,2.845,47.1767058
29,10,8,2.846,47.1601293
32,12,15,2.846,47.1601293
36,13,16,2.846,47.1601293
43,8,4,2.846,47.1601293
46,12,7,2.846,47.1601293
57,9,14,2.846,47.1601293
58,12,6,2.846,47.1601293
83,15,13,2.846,47.1601293
117,5,11,2.846,47.1601293
26,13,12,2.847,47.14356445
35,11,11,2.847,47.14356445
35,14,9,2.847,47.14356445
63,12,11,2.847,47.14356445
78,12,4,2.847,47.14356445
27,13,10,2.848,47.12701124
30,13,16,2.848,47.12701124
34,6,9,2.848,47.12701124
35,12,11,2.848,47.12701124
36,10,14,2.848,47.12701124
50,11,7,2.848,47.12701124
57,12,6,2.848,47.12701124
58,12,13,2.848,47.12701124
26,13,10,2.849,47.11046964
30,16,13,2.849,47.11046964
32,15,15,2.849,47.11046964
48,4,10,2.849,47.11046964
88,5,12,2.849,47.11046964
103,4,8,2.849,47.11046964
118,12,15,2.849,47.11046964
32,4,10,2.85,47.09393965
50,6,12,2.85,47.09393965
94,7,6,2.85,47.09393965
99,4,12,2.85,47.09393965
110,5,12,2.85,47.09393965
118,15,12,2.85,47.09393965
127,15,7,2.85,47.09393965
31,10,8,2.851,47.07742126
34,15,10,2.851,47.07742126
62,15,10,2.851,47.07742126
100,8,4,2.851,47.07742126
105,5,9,2.851,47.07742126
28,8,8,2.852,47.06091445
29,13,8,2.852,47.06091445
31,8,13,2.852,47.06091445
32,8,15,2.852,47.06091445
38,9,13,2.852,47.06091445
43,10,10,2.852,47.06091445
50,11,13,2.852,47.06091445
57,15,16,2.852,47.06091445
87,14,5,2.852,47.06091445
125,11,10,2.852,47.06091445
25,8,10,2.853,47.04441921
27,9,14,2.853,47.04441921
31,11,8,2.853,47.04441921
36,10,9,2.853,47.04441921
58,13,12,2.853,47.04441921
65,5,14,2.853,47.04441921
78,14,11,2.853,47.04441921
98,5,14,2.853,47.04441921
98,7,7,2.853,47.04441921
103,13,13,2.853,47.04441921
103,14,12,2.853,47.04441921
113,4,8,2.853,47.04441921
124,15,8,2.853,47.04441921
18,16,15,2.854,47.02793553
23,10,11,2.854,47.02793553
26,13,14,2.854,47.02793553
34,14,15,2.854,47.02793553
35,8,13,2.854,47.02793553
42,15,16,2.854,47.02793553
56,9,14,2.854,47.02793553
86,7,6,2.854,47.02793553
99,4,15,2.854,47.02793553
103,15,10,2.854,47.02793553
126,5,10,2.854,47.02793553
14,9,16,2.855,47.0114634
14,16,11,2.855,47.0114634
26,14,11,2.855,47.0114634
28,11,8,2.855,47.0114634
35,15,8,2.855,47.0114634
37,10,9,2.855,47.0114634
78,12,15,2.855,47.0114634
80,5,15,2.855,47.0114634
91,12,13,2.855,47.0114634
91,13,4,2.855,47.0114634
92,14,13,2.855,47.0114634
100,10,5,2.855,47.0114634
102,5,8,2.855,47.0114634
109,5,9,2.855,47.0114634
111,5,10,2.855,47.0114634
122,6,12,2.855,47.0114634
122,7,10,2.855,47.0114634
123,11,16,2.855,47.0114634
19,16,6,2.856,46.9950028
37,15,16,2.856,46.9950028
41,13,8,2.856,46.9950028
42,10,8,2.856,46.9950028
43,4,8,2.856,46.9950028
44,10,7,2.856,46.9950028
45,12,15,2.856,46.9950028
52,4,9,2.856,46.9950028
55,11,14,2.856,46.9950028
60,12,7,2.856,46.9950028
62,11,14,2.856,46.9950028
66,7,14,2.856,46.9950028
67,14,14,2.856,46.9950028
70,6,6,2.856,46.9950028
73,15,5,2.856,46.9950028
83,11,5,2.856,46.9950028
84,12,5,2.856,46.9950028
85,11,14,2.856,46.9950028
94,5,15,2.856,46.9950028
97,13,4,2.856,46.9950028
99,6,7,2.856,46.9950028
101,4,8,2.856,46.9950028
101,10,5,2.856,46.9950028
109,15,12,2.856,46.9950028
111,5,8,2.856,46.9950028
117,15,16,2.856,46.9950028
118,10,4,2.856,46.9950028
122,10,4,2.856,46.9950028
125,12,11,2.856,46.9950028
125,14,9,2.856,46.9950028
31,16,4,2.857,46.97855373
32,10,4,2.857,46.97855373
38,5,16,2.857,46.97855373
38,9,14,2.857,46.97855373
42,16,14,2.857,46.97855373
47,6,13,2.857,46.97855373
49,9,6,2.857,46.97855373
49,11,14,2.857,46.97855373
49,14,8,2.857,46.97855373
49,14,10,2.857,46.97855373
51,13,6,2.857,46.97855373
54,13,14,2.857,46.97855373
58,6,14,2.857,46.97855373
62,9,15,2.857,46.97855373
63,9,13,2.857,46.97855373
63,12,8,2.857,46.97855373
80,13,5,2.857,46.97855373
82,5,12,2.857,46.97855373
94,5,9,2.857,46.97855373
94,9,5,2.857,46.97855373
96,15,12,2.857,46.97855373
97,7,14,2.857,46.97855373
107,5,14,2.857,46.97855373
111,10,15,2.857,46.97855373
113,6,7,2.857,46.97855373
122,5,8,2.857,46.97855373
122,10,15,2.857,46.97855373
123,12,13,2.857,46.97855373
16,8,11,2.858,46.96211617
33,14,15,2.858,46.96211617
38,13,11,2.858,46.96211617
41,8,9,2.858,46.96211617
42,16,11,2.858,46.96211617
44,6,12,2.858,46.96211617
48,14,6,2.858,46.96211617
49,10,14,2.858,46.96211617
49,11,15,2.858,46.96211617
50,9,15,2.858,46.96211617
50,10,10,2.858,46.96211617
52,6,12,2.858,46.96211617
54,8,6,2.858,46.96211617
55,12,13,2.858,46.96211617
58,6,9,2.858,46.96211617
61,14,9,2.858,46.96211617
63,11,10,2.858,46.96211617
65,14,7,2.858,46.96211617
65,15,7,2.858,46.96211617
70,12,4,2.858,46.96211617
77,4,7,2.858,46.96211617
78,4,13,2.858,46.96211617
78,7,15,2.858,46.96211617
85,7,6,2.858,46.96211617
88,5,14,2.858,46.96211617
92,4,15,2.858,46.96211617
93,7,7,2.858,46.96211617
94,5,11,2.858,46.96211617
99,15,5,2.858,46.96211617
109,11,5,2.858,46.96211617
110,12,15,2.858,46.96211617
113,14,15,2.858,46.96211617
117,4,15,2.858,46.96211617
121,8,4,2.858,46.96211617
123,8,15,2.858,46.96211617
125,11,6,2.858,46.96211617
126,6,12,2.858,46.96211617
126,9,14,2.858,46.96211617
21,11,16,2.859,46.9456901
24,9,13,2.859,46.9456901
35,8,15,2.859,46.9456901
36,10,11,2.859,46.9456901
37,9,11,2.859,46.9456901
39,14,12,2.859,46.9456901
40,10,15,2.859,46.9456901
40,14,8,2.859,46.9456901
43,7,9,2.859,46.9456901
43,13,12,2.859,46.9456901
52,9,4,2.859,46.9456901
54,9,6,2.859,46.9456901
54,12,7,2.859,46.9456901
54,14,13,2.859,46.9456901
55,14,8,2.859,46.9456901
57,6,10,2.859,46.9456901
57,15,10,2.859,46.9456901
58,15,14,2.859,46.9456901
62,13,10,2.859,46.9456901
64,5,12,2.859,46.9456901
65,14,5,2.859,46.9456901
70,9,4,2.859,46.9456901
72,4,13,2.859,46.9456901
76,4,7,2.859,46.9456901
79,4,15,2.859,46.9456901
80,8,4,2.859,46.9456901
80,16,15,2.859,46.9456901
82,7,7,2.859,46.9456901
84,7,6,2.859,46.9456901
85,6,13,2.859,46.9456901
103,15,7,2.859,46.9456901
109,12,15,2.859,46.9456901
110,15,12,2.859,46.9456901
116,14,15,2.859,46.9456901
117,6,6,2.859,46.9456901
117,6,14,2.859,46.9456901
117,11,12,2.859,46.9456901
117,15,8,2.859,46.9456901
122,13,16,2.859,46.9456901
123,11,6,2.859,46.9456901
123,15,6,2.859,46.9456901
123,16,14,2.859,46.9456901
124,13,8,2.859,46.9456901
21,13,16,2.86,46.92927552
22,9,9,2.86,46.92927552
36,16,15,2.86,46.92927552
38,4,16,2.86,46.92927552
43,10,14,2.86,46.92927552
45,7,10,2.86,46.92927552
45,9,6,2.86,46.92927552
51,7,9,2.86,46.92927552
53,12,6,2.86,46.92927552
54,9,4,2.86,46.92927552
54,15,13,2.86,46.92927552
56,7,13,2.86,46.92927552
60,9,6,2.86,46.92927552
61,6,9,2.86,46.92927552
61,15,10,2.86,46.92927552
63,8,11,2.86,46.92927552
63,11,8,2.86,46.92927552
64,12,5,2.86,46.92927552
65,6,7,2.86,46.92927552
66,4,9,2.86,46.92927552
69,13,5,2.86,46.92927552
71,13,15,2.86,46.92927552
71,14,13,2.86,46.92927552
71,14,14,2.86,46.92927552
72,7,14,2.86,46.92927552
72,13,16,2.86,46.92927552
73,15,4,2.86,46.92927552
78,10,5,2.86,46.92927552
78,15,11,2.86,46.92927552
82,12,5,2.86,46.92927552
85,14,16,2.86,46.92927552
89,5,13,2.86,46.92927552
90,11,5,2.86,46.92927552
90,13,14,2.86,46.92927552
94,11,5,2.86,46.92927552
105,8,5,2.86,46.92927552
105,14,5,2.86,46.92927552
108,10,5,2.86,46.92927552
110,4,11,2.86,46.92927552
110,7,14,2.86,46.92927552
111,14,15,2.86,46.92927552
116,13,4,2.86,46.92927552
118,4,15,2.86,46.92927552
120,8,5,2.86,46.92927552
123,10,15,2.86,46.92927552
123,13,10,2.86,46.92927552
125,10,7,2.86,46.92927552
12,13,16,2.861,46.91287242
14,15,16,2.861,46.91287242
18,13,16,2.861,46.91287242
20,16,7,2.861,46.91287242
37,10,13,2.861,46.91287242
37,12,9,2.861,46.91287242
38,8,10,2.861,46.91287242
38,10,14,2.861,46.91287242
39,15,11,2.861,46.91287242
41,14,10,2.861,46.91287242
43,8,11,2.861,46.91287242
43,8,15,2.861,46.91287242
43,11,8,2.861,46.91287242
43,14,9,2.861,46.91287242
44,12,6,2.861,46.91287242
45,6,12,2.861,46.91287242
45,10,7,2.861,46.91287242
48,14,7,2.861,46.91287242
49,14,11,2.861,46.91287242
49,16,14,2.861,46.91287242
51,7,11,2.861,46.91287242
54,6,14,2.861,46.91287242
54,13,11,2.861,46.91287242
56,7,11,2.861,46.91287242
56,13,14,2.861,46.91287242
56,14,13,2.861,46.91287242
57,13,10,2.861,46.91287242
58,10,15,2.861,46.91287242
61,6,10,2.861,46.91287242
62,9,9,2.861,46.91287242
63,9,10,2.861,46.91287242
64,14,15,2.861,46.91287242
65,7,14,2.861,46.91287242
65,14,15,2.861,46.91287242
65,15,12,2.861,46.91287242
66,5,13,2.861,46.91287242
67,6,7,2.861,46.91287242
68,5,15,2.861,46.91287242
70,14,7,2.861,46.91287242
79,4,8,2.861,46.91287242
80,4,8,2.861,46.91287242
83,7,15,2.861,46.91287242
88,15,15,2.861,46.91287242
92,13,15,2.861,46.91287242
93,4,15,2.861,46.91287242
97,8,5,2.861,46.91287242
99,5,15,2.861,46.91287242
99,12,5,2.861,46.91287242
101,6,6,2.861,46.91287242
102,15,14,2.861,46.91287242
105,7,7,2.861,46.91287242
107,5,8,2.861,46.91287242
107,12,4,2.861,46.91287242
109,13,15,2.861,46.91287242
110,5,8,2.861,46.91287242
114,15,4,2.861,46.91287242
